ID,District,Block,CultLand,CropCultLand,LandPreparationMethod,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,NursDetFactor,TransDetFactor,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,OrgFertilizers,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,CropbasalFerts,BasalDAP,BasalUrea,MineralFertAppMethod,FirstTopDressFert,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,Yield
ID_44G5ZMDTYUB6,Nalanda,Rajgir,20,20,TractorPlough FourWheelTracRotavator,2022-07-14,4,Manual_PuddledLine,2022-06-12,2022-07-19,4.0,PreMonsoonShowers,IrrigWaterAvailability,9.0,Canal,,,4.0,Ganaura,80.0,,RootApplication,2,DAP Urea,25.0,25.0,SoilApplied,Urea DAP,20.0,20.0,,,SoilApplied,hand,2022-12-08,600.0,2022-12-22,hand,24,10,plowed_in_soil,0.46875,600
ID_W9ARHP66H6EL,Vaishali,Mahua,3,3,TractorPlough FourWheelTracRotavator,2022-06-25,4,Manual_PuddledRandom,2022-06-03,2022-07-02,2.0,CalendarDate IrrigWaterAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability,,Boring,Electric,75.0,1.0,,,,,3,DAP,3.0,,Broadcasting,Urea,3.0,20.0,2.0,65.0,Broadcasting,hand,2022-10-30,200.0,2022-11-10,hand,30,10,plowed_in_soil,0.04545454545454546,90
ID_8TPN39G4J7EI,Jamui,Jamui,20,15,TractorPlough WetTillagePuddling BullockPlough,2022-07-11,4,Manual_PuddledRandom,2022-07-10,2022-07-20,4.0,CalendarDate,CalendarDate,8.0,Boring,Electric,1000.0,1.0,Ganaura,5.0,,Broadcasting,2,DAP Urea,22.0,22.0,Broadcasting,Urea,15.0,15.0,,,Broadcasting,hand,2022-11-25,500.0,2023-01-20,machine,26,10,plowed_in_soil,0.4545454545454545,800
ID_SLUSLWA4ESWK,Vaishali,Garoul,20,10,TractorPlough,2022-07-16,6,Manual_PuddledRandom,2022-06-27,2022-07-30,2.0,SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability,1.0,Boring,Electric,,2.0,FYM,,15.0,SoilApplied,2,DAP Other,8.0,,SoilApplied,Urea,10.0,30.0,,,SoilApplied,hand,2022-10-24,800.0,2022-11-05,hand,28,10,plowed_in_soil,0.1818181818181818,240
ID_A1V1P6KNI4EK,Jamui,Khaira,29,19,TractorPlough,2022-07-23,4,Manual_PuddledLine,2022-07-01,2022-07-30,1.0,LabourAvailability,CalendarDate SeedlingAge IrrigWaterAvailability LaborAvailability RainArrival,4.0,Pond,Diesel,320.0,3.0,VermiCompost FYM,,2.0,SoilApplied,3,DAP,16.0,,Broadcasting,Urea,15.0,25.0,15.0,65.0,Broadcasting,hand,2022-12-01,1300.0,2022-12-01,hand,21,10,plowed_in_soil,0.7727272727272727,1900
ID_L6VGWMGZL00T,Nalanda,Rajgir,100,100,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-13,6,Manual_PuddledRandom,2022-06-25,2022-07-14,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,5.0,Boring,Electric,240.0,4.0,Ganaura,3.0,,SoilApplied,2,DAP,10.0,,SoilApplied,DAP Urea,20.0,20.0,,,Broadcasting,hand,2022-11-26,600.0,2022-12-28,machine,25,10,plowed_in_soil,0.3125,1200
ID_E6XS2BSS30VB,Jamui,Khaira,28,16,TractorPlough,2022-07-24,4,Manual_PuddledRandom,2022-07-25,2022-08-28,1.0,LabourAvailability,SeedlingAge RainArrival LaborAvailability IrrigWaterAvailability,3.0,Boring,Diesel,350.0,2.0,FYM,,2.0,SoilApplied,3,DAP,10.0,,Broadcasting,Urea,12.0,25.0,12.0,65.0,Broadcasting,hand,2022-12-01,1200.0,2022-12-23,hand,22,10,plowed_in_soil,0.5454545454545454,1500
ID_9I73POBIRQBQ,Gaya,Gurua,40,40,WetTillagePuddling TractorPlough,2022-07-21,6,Manual_PuddledRandom,2022-06-20,2022-07-28,3.0,CalendarDate PreMonsoonShowers,CalendarDate RainArrival,6.0,Boring,Electric,80.0,4.0,Ganaura,1.0,,SoilApplied,2,DAP,8.0,,SoilApplied,Urea,8.0,60.0,,,Broadcasting,hand,2022-12-18,480.0,2022-12-30,hand,27,10,plowed_in_soil,0.2962962962962963,520
ID_5CYW01AB8KWW,Nalanda,Rajgir,25,23,TractorPlough FourWheelTracRotavator,2022-07-20,5,Manual_PuddledRandom,2022-06-25,2022-07-23,1.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,3.0,Boring,Electric,150.0,4.0,FYM,,10.0,SoilApplied,2,DAP,10.0,,Broadcasting,Urea,12.0,31.0,,,Broadcasting,hand,2022-11-24,420.0,2023-02-24,machine,25,10,plowed_in_soil,0.1875,400
ID_RVCSJHIV3MBK,Gaya,Wazirganj,10,10,WetTillagePuddling TractorPlough,2022-07-20,4,Manual_PuddledRandom,2022-06-30,2022-07-21,3.0,IrrigWaterAvailability,IrrigWaterAvailability,3.0,Boring,Electric,30.0,3.0,Ganaura,3.0,,SoilApplied,2,DAP Urea,4.0,4.0,Broadcasting,Urea,8.0,25.0,,,Broadcasting,hand,2022-11-05,100.0,2022-11-12,machine,30,10,plowed_in_soil,0.1481481481481481,300
ID_ATIZF3RRG0ZR,Gaya,Wazirganj,20,20,WetTillagePuddling FourWheelTracRotavator,2022-07-22,4,Manual_PuddledRandom,2022-06-30,2022-07-23,2.0,IrrigWaterAvailability,RainArrival,6.0,Boring,Electric,100.0,2.0,FYM,,6.0,SoilApplied,2,DAP Urea,10.0,10.0,Broadcasting,Urea,20.0,21.0,,,Broadcasting,hand,2022-11-02,100.0,2022-11-19,machine,30,10,plowed_in_soil,0.1851851851851852,400
ID_M4WWZ93YVNLD,Jamui,Khaira,22,20,TractorPlough,2022-07-23,4,Manual_PuddledLine,2022-07-04,2022-08-01,1.0,LabourAvailability,SeedlingAge CalendarDate RainArrival IrrigWaterAvailability LaborAvailability,3.0,Boring,Electric,300.0,3.0,FYM,,2.0,SoilApplied,3,DAP,13.0,,Broadcasting,Urea,13.0,23.0,16.0,62.0,Broadcasting,hand,2022-12-01,1600.0,2022-12-24,hand,21,10,plowed_in_soil,0.7272727272727273,1800
ID_X4GJ1KDZ0K1B,Nalanda,Rajgir,140,100,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-12,5,Manual_PuddledLine,2022-06-28,2022-07-15,2.0,PreMonsoonShowers IrrigWaterAvailability CalendarDate SeedAvailability,IrrigWaterAvailability RainArrival SeedlingAge CalendarDate LaborAvailability,8.0,Boring,Electric,240.0,4.0,FYM,,1.0,SoilApplied,2,DAP Urea,22.0,15.0,Broadcasting,Urea,15.0,45.0,,,Broadcasting,hand,2022-11-24,1200.0,2022-11-24,machine,26,10,plowed_in_soil,0.46875,880
ID_K1U8YRP35RDB,Vaishali,Chehrakala,20,15,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-26,4,Manual_PuddledRandom,2022-07-11,2022-08-10,1.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,LaborAvailability IrrigWaterAvailability RainArrival SeedlingAge CalendarDate,4.0,Boring,Diesel,800.0,1.0,,,,,2,DAP,8.0,,Broadcasting,Urea,12.0,20.0,,,Broadcasting,hand,2022-11-09,600.0,2022-11-17,hand,30,10,plowed_in_soil,0.1818181818181818,360
ID_2Z2M6TNIVMK8,Jamui,Jamui,12,12,WetTillagePuddling TractorPlough BullockPlough,2022-07-04,4,Manual_PuddledRandom,2022-06-26,2022-07-06,3.0,CalendarDate,CalendarDate,3.0,Boring,Electric,300.0,1.0,Ganaura,3.0,,Broadcasting,2,DAP Urea,15.0,15.0,Broadcasting,DAP,,,,,Broadcasting,hand,2022-11-20,500.0,2023-01-23,machine,27,10,plowed_in_soil,0.5454545454545454,960
ID_YQR91QHEBZ8N,Nalanda,Rajgir,20,20,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-23,3,Manual_PuddledRandom,2022-06-25,2022-07-27,2.0,IrrigWaterAvailability SeedAvailability,SeedlingAge IrrigWaterAvailability,5.0,Boring,Electric,,,,,,,2,DAP Urea,10.0,10.0,Broadcasting,Urea,10.0,40.0,,,Broadcasting,hand,2022-11-06,220.0,2022-12-11,hand,30,10,plowed_in_soil,0.1875,420
ID_1XD3SPW1446F,Nalanda,Rajgir,20,20,FourWheelTracRotavator TractorPlough WetTillagePuddling,2022-07-16,6,LineSowingAfterTillage,2022-07-01,2022-07-20,,,,5.0,Boring,Electric,125.0,4.0,,,,,2,DAP Urea,5.0,10.0,Broadcasting,DAP Urea,10.0,25.0,,,Broadcasting,hand,2022-11-25,125.0,2022-12-10,machine,25,10,plowed_in_soil,0.15625,200
ID_KZCAN1MVBNE3,Nalanda,Noorsarai,25,25,TractorPlough FourWheelTracRotavator,2022-07-12,3,Manual_PuddledRandom,2022-06-10,2022-07-16,2.0,CalendarDate,CalendarDate,3.0,Boring,Electric,280.0,8.0,,,,,2,Urea,,21.0,Broadcasting,Urea,20.0,35.0,,,Broadcasting,hand,2022-11-08,700.0,2023-01-26,machine,22,10,plowed_in_soil,0.21875,560
ID_46YZABQN5IM4,Nalanda,Rajgir,41,40,TractorPlough FourWheelTracRotavator WetTillagePuddling,2022-06-19,6,LineSowingAfterTillage,2022-07-06,2022-07-26,,,,5.0,Boring,Electric,250.0,4.0,,,,,2,DAP Urea,10.0,20.0,Broadcasting,DAP Urea,20.0,25.0,,,Broadcasting,hand,2022-11-25,250.0,2022-12-10,machine,25,10,plowed_in_soil,0.3125,400
ID_HGFTG98JAI8E,Jamui,Khaira,49,42,TractorPlough,2022-07-25,4,Manual_PuddledLine,2022-07-06,2022-07-29,2.0,LabourAvailability,CalendarDate SeedlingAge LaborAvailability,6.0,Boring,Diesel,800.0,4.0,FYM,,6.0,SoilApplied,3,DAP,33.0,,Broadcasting,Urea,32.0,23.0,30.0,65.0,Broadcasting,hand,2022-12-01,3200.0,2022-12-22,hand,21,10,plowed_in_soil,1.5,3500
ID_8BN2N0BXU26A,Jamui,Jamui,14,4,WetTillagePuddling BullockPlough TractorPlough,2022-07-02,3,Manual_PuddledRandom,2022-07-25,2022-08-14,4.0,CalendarDate,CalendarDate,5.0,Boring,Electric,500.0,1.0,Ganaura,4.0,,Broadcasting,2,DAP Urea,15.0,15.0,Broadcasting,Urea,10.0,10.0,,,Broadcasting,hand,2022-11-19,200.0,2022-11-20,machine,26,10,plowed_in_soil,0.1818181818181818,320
ID_7TF0NIEK0BM4,Vaishali,Mahua,10,10,TractorPlough FourWheelTracRotavator,2022-06-10,3,Manual_PuddledRandom,2022-06-15,2022-07-12,1.0,SeedAvailability CalendarDate IrrigWaterAvailability,IrrigWaterAvailability CalendarDate,2.0,Boring,Electric,500.0,2.0,FYM,,1.0,SoilApplied,3,Urea DAP,8.0,8.0,Broadcasting,Urea,8.0,25.0,8.0,45.0,Broadcasting,hand,2022-11-03,400.0,2022-11-20,hand,30,10,plowed_in_soil,0.1818181818181818,400
ID_5D1MC71RBFLD,Nalanda,Rajgir,25,15,TractorPlough FourWheelTracRotavator,2022-07-11,2,Broadcasting,,2022-07-12,,,,5.0,Boring,Electric,,3.0,FYM,,20.0,Broadcasting,3,DAP Urea SSP,10.0,10.0,Broadcasting,DAP Urea,10.0,10.0,10.0,56.0,Broadcasting,machine,2022-12-17,,2022-12-17,machine,25,40,plowed_in_soil,0.3125,832
ID_0CWJ9SCPBKHR,Nalanda,Rajgir,30,30,TractorPlough,2022-06-11,6,Manual_PuddledRandom,2022-06-11,2022-07-11,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,6.0,Boring,Electric,90.0,2.0,Ganaura,600.0,,Broadcasting,2,DAP,5.0,,Broadcasting,Urea,5.0,23.0,,,Broadcasting,hand,2022-11-05,350.0,2022-11-11,hand,22,10,plowed_in_soil,0.1875,450
ID_1QG77XT8LND6,Gaya,Wazirganj,24,22,WetTillagePuddling FourWheelTracRotavator,2022-06-26,4,Manual_PuddledRandom,2022-06-28,2022-07-22,2.0,PreMonsoonShowers,SeedlingAge,3.0,Boring,Electric,30.0,3.0,Ganaura,3.0,,SoilApplied,2,DAP Urea,2.0,2.0,Broadcasting,Urea,2.0,2.0,,,Broadcasting,hand,2022-10-21,300.0,2022-11-25,machine,26,10,plowed_in_soil,0.07407407407407407,260
ID_20EMPOW476HA,Nalanda,Rajgir,65,65,TractorPlough FourWheelTracRotavator,2022-07-08,5,LineSowingAfterTillage,2022-06-19,2022-07-09,,,,9.0,Boring,Electric,,10.0,,,,,2,DAP Urea,15.0,30.0,SoilApplied,Urea,15.0,25.0,,,RootApplication,hand,2022-11-21,1500.0,2022-12-15,machine,26,10,plowed_in_soil,0.46875,780
ID_VPURPXRQ8G6L,Jamui,Khaira,10,10,TractorPlough,2022-07-26,3,Manual_PuddledRandom,2022-07-07,2022-07-29,4.0,CalendarDate SeedAvailability,CalendarDate SeedlingAge IrrigWaterAvailability LaborAvailability,2.0,Canal,,,4.0,,,,,3,DAP,4.0,,Broadcasting,Urea,6.0,22.0,4.0,60.0,Broadcasting,hand,2022-11-08,150.0,2022-12-08,machine,28,10,plowed_in_soil,0.1363636363636364,340
ID_6ZU5NZHR4OA8,Gaya,Gurua,50,50,TractorPlough FourWheelTracRotavator,2022-07-18,6,Manual_PuddledRandom,2022-06-18,2022-07-22,1.0,LabourAvailability IrrigWaterAvailability SeedAvailability,IrrigWaterAvailability LaborAvailability SeedlingAge,15.0,Boring,Electric,300.0,3.0,Ganaura FYM VermiCompost Ghanajeevamrit,1.0,1.0,Broadcasting,2,DAP,15.0,,Broadcasting,Urea,15.0,60.0,,,Broadcasting,hand,2022-11-26,1800.0,2022-12-17,machine,30,10,plowed_in_soil,0.5555555555555556,1395
ID_A78XVXFVSY2A,Vaishali,Chehrakala,20,20,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-23,2,Manual_PuddledLine,2022-07-23,2022-08-02,2.0,CalendarDate PreMonsoonShowers SeedAvailability,RainArrival CalendarDate,,,,,,Ganaura,2.0,,SoilApplied,3,DAP Urea,12.0,12.0,Broadcasting,Urea,18.0,15.0,18.0,30.0,Broadcasting,hand,2022-11-05,900.0,2022-11-15,machine,26,10,plowed_in_soil,0.4090909090909091,540
ID_PBH1HYD57YUE,Vaishali,Mahua,15,5,TractorPlough FourWheelTracRotavator,2022-06-09,5,Manual_PuddledRandom,2022-06-11,2022-07-18,2.0,CalendarDate IrrigWaterAvailability LabourAvailability SeedAvailability,SeedlingAge CalendarDate IrrigWaterAvailability LaborAvailability,1.0,Boring,Diesel,200.0,1.0,FYM,,1.0,Broadcasting,3,DAP,4.0,,Broadcasting,Urea,4.0,25.0,4.0,60.0,Broadcasting,hand,2022-10-15,400.0,2022-10-16,hand,30,10,plowed_in_soil,0.09090909090909091,4
ID_MP5J1GVTOIVF,Gaya,Wazirganj,50,40,WetTillagePuddling FourWheelTracRotavator,2022-07-02,5,Manual_PuddledRandom,2022-07-01,2022-07-30,3.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,8.0,Rainfed,,,2.0,FYM,,5.0,SoilApplied,2,DAP Urea,10.0,10.0,Broadcasting,Urea,15.0,45.0,,,Broadcasting,hand,2022-11-24,500.0,2022-12-06,hand,25,10,plowed_in_soil,0.3703703703703703,800
ID_P9VJKRMF6UNU,Vaishali,Chehrakala,20,20,TractorPlough FourWheelTracRotavator,2022-07-22,5,Manual_PuddledRandom,2022-07-15,2022-08-15,1.0,PreMonsoonShowers IrrigWaterAvailability,RainArrival IrrigWaterAvailability,5.0,Boring,Diesel,1000.0,1.0,FYM,,3.0,SoilApplied,1,DAP,20.0,,Broadcasting,,,,,,,hand,2022-10-22,200.0,2022-10-26,hand,25,10,plowed_in_soil,0.2272727272727273,400
ID_AK7NUA1IDBVJ,Vaishali,Mahua,28,16,WetTillagePuddling BullockPlough TractorPlough FourWheelTracRotavator,2022-06-28,5,Manual_PuddledRandom,2022-06-25,2022-07-15,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability,RainArrival CalendarDate SeedlingAge IrrigWaterAvailability,2.0,Boring,Diesel,300.0,2.0,FYM,,600.0,SoilApplied,2,DAP Urea,20.0,15.0,SoilApplied,Urea,15.0,35.0,,,SoilApplied,hand,2022-10-15,300.0,2022-10-20,hand,28,10,plowed_in_soil,0.1818181818181818,500
ID_J3QQ18V5NXLN,Jamui,Jamui,20,15,WetTillagePuddling TractorPlough BullockPlough,2022-07-04,4,Manual_PuddledRandom,2022-07-15,2022-08-02,4.0,CalendarDate,CalendarDate,8.0,Boring,Electric,700.0,1.0,Ganaura,4.0,,Broadcasting,2,DAP Urea,18.0,18.0,Broadcasting,Urea,20.0,20.0,,,Broadcasting,hand,2022-11-24,750.0,2023-01-26,machine,27,10,plowed_in_soil,0.6818181818181818,1200
ID_EHWO7QGLWNVL,Vaishali,Mahua,10,10,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-05,5,Manual_PuddledRandom,2022-07-10,2022-08-15,2.0,IrrigWaterAvailability LabourAvailability SeedAvailability,IrrigWaterAvailability,3.0,Boring,Electric,450.0,2.0,FYM,,8.0,SoilApplied,3,DAP,8.0,,SoilApplied,Urea,8.0,40.0,8.0,70.0,Broadcasting,hand,2022-11-01,800.0,2022-11-08,hand,30,10,plowed_in_soil,0.1818181818181818,400
ID_GH2JXQNTQ6ZP,Gaya,Gurua,20,20,TractorPlough FourWheelTracRotavator,2022-07-24,5,Manual_PuddledRandom,2022-06-21,2022-07-27,3.0,CalendarDate IrrigWaterAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability,4.0,Boring,Electric,120.0,3.0,Ganaura,1.0,,SoilApplied,2,DAP,8.0,,Broadcasting,Urea,8.0,35.0,,,Broadcasting,hand,2022-11-21,120.0,2022-12-19,hand,30,10,plowed_in_soil,0.2962962962962963,640
ID_9DG03V0JPIIZ,Jamui,Khaira,15,15,TractorPlough,2022-07-27,3,Manual_PuddledRandom,2022-06-28,2022-08-02,3.0,SeedAvailability IrrigWaterAvailability,IrrigWaterAvailability RainArrival SeedlingAge,1.0,Canal,,,9.0,FYM,,1.0,Broadcasting,1,Urea,,9.0,Broadcasting,,,,,,,hand,2022-11-13,100.0,2022-12-28,machine,28,10,plowed_in_soil,0.1818181818181818,350
ID_5V6BYNQUXA00,Jamui,Jamui,25,14,WetTillagePuddling TractorPlough BullockPlough,2022-07-02,4,Manual_PuddledRandom,2022-07-20,2022-08-21,4.0,CalendarDate,CalendarDate,4.0,Boring,Electric,400.0,1.0,Ganaura,5.0,,Broadcasting,2,DAP Urea,16.0,16.0,Broadcasting,Urea,8.0,8.0,,,Broadcasting,hand,2022-11-27,200.0,2023-01-19,machine,27,10,plowed_in_soil,0.2272727272727273,400
ID_09UZSYU00W9C,Vaishali,Chehrakala,10,10,FourWheelTracRotavator TractorPlough,2022-07-13,5,Manual_PuddledRandom,2022-07-08,2022-08-04,1.0,PreMonsoonShowers,RainArrival IrrigWaterAvailability LaborAvailability,2.0,Boring,Diesel,300.0,2.0,Ganaura,1.0,,SoilApplied,1,Urea,,10.0,Broadcasting,,,,,,,hand,2022-10-07,200.0,2022-10-15,machine,25,10,plowed_in_soil,0.09090909090909091,200
ID_NVVA063501C9,Vaishali,Mahua,8,3,WetTillagePuddling TractorPlough FourWheelTracRotavator BullockPlough,2022-07-02,5,Manual_PuddledRandom,2022-06-30,2022-07-20,1.0,IrrigWaterAvailability PreMonsoonShowers CalendarDate,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability,2.0,Boring,Diesel,300.0,2.0,,,,,2,Urea DAP,10.0,10.0,SoilApplied,Urea,8.0,35.0,,,SoilApplied,hand,2022-10-05,400.0,2022-10-15,hand,30,10,plowed_in_soil,0.1363636363636364,400
ID_U7NBPE569NCJ,Nalanda,Rajgir,38,38,TractorPlough,2022-06-14,4,LineSowingAfterTillage,2022-06-18,2022-07-20,,,,3.0,Canal,Electric,,3.0,,,,,2,DAP Urea,10.0,5.0,Broadcasting,Urea,10.0,5.0,,,Broadcasting,machine,2022-11-25,,2022-11-28,machine,26,40,plowed_in_soil,0.15625,275
ID_TWZ7O26DF1MT,Gaya,Gurua,20,20,TractorPlough FourWheelTracRotavator,2022-07-06,6,Manual_PuddledLine,2022-06-19,2022-08-05,2.0,LabourAvailability SeedAvailability PreMonsoonShowers IrrigWaterAvailability,IrrigWaterAvailability SeedlingAge,7.0,Boring,Electric,180.0,3.0,FYM VermiCompost,,1.0,SoilApplied,2,DAP,8.0,,Broadcasting,Urea,12.0,45.0,,,Broadcasting,hand,2022-12-23,960.0,2022-12-31,machine,30,10,plowed_in_soil,0.2962962962962963,681
ID_KMUQYGQ3E6JB,Vaishali,Chehrakala,20,10,FourWheelTracRotavator TractorPlough,2022-07-21,5,Manual_PuddledRandom,2022-07-10,2022-08-05,1.0,LabourAvailability IrrigWaterAvailability,SeedlingAge RainArrival LaborAvailability IrrigWaterAvailability,5.0,Boring,Diesel,600.0,2.0,Ganaura,3.0,,Broadcasting,1,DAP,10.0,,Broadcasting,,,,,,,hand,2022-10-20,200.0,2022-10-30,machine,25,10,plowed_in_soil,0.1818181818181818,350
ID_UUA5A39I18YJ,Jamui,Jamui,8,8,TractorPlough,2022-07-27,4,Manual_PuddledRandom,2022-07-06,2022-08-03,5.0,PreMonsoonShowers,SeedlingAge RainArrival,4.0,Boring,Electric,400.0,3.0,,,,,2,DAP Urea,16.0,8.0,Broadcasting,Urea,8.0,25.0,,,Broadcasting,hand,2022-11-13,500.0,2023-01-10,machine,27,10,plowed_in_soil,0.2272727272727273,410
ID_6R1KFW24UV0R,Jamui,Jamui,20,15,WetTillagePuddling TractorPlough BullockPlough,2022-07-17,4,Manual_PuddledRandom,2022-07-28,2022-08-17,4.0,CalendarDate,CalendarDate,10.0,Boring,Electric,900.0,1.0,Ganaura,5.0,,Broadcasting,2,DAP Urea,20.0,20.0,Broadcasting,Urea,20.0,20.0,,,Broadcasting,hand,2022-11-11,500.0,2023-01-20,machine,27,10,plowed_in_soil,0.4545454545454545,800
ID_0Y4O7X6GIWZ0,Nalanda,Rajgir,40,30,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-16,6,Manual_PuddledRandom,2022-06-29,2022-07-17,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,3.0,Boring,Electric,120.0,4.0,Ganaura,3.0,,SoilApplied,2,DAP,9.0,,SoilApplied,DAP Urea,18.0,18.0,,,Broadcasting,hand,2022-11-26,600.0,2023-01-06,machine,25,10,plowed_in_soil,0.25,800
ID_P10F6O4P4O3N,Vaishali,Mahua,5,5,TractorPlough,2022-06-20,3,Manual_PuddledRandom,2022-06-22,2022-07-30,1.0,CalendarDate IrrigWaterAvailability SeedAvailability,CalendarDate IrrigWaterAvailability,45.0,Boring,Diesel,200.0,1.0,FYM,,1.0,SoilApplied,2,DAP Urea,4.0,4.0,SoilApplied,Urea,4.0,22.0,,,Broadcasting,hand,2022-11-01,200.0,2022-11-12,hand,30,10,plowed_in_soil,0.09090909090909091,160
ID_3YKU3HH5JR5I,Vaishali,Chehrakala,9,9,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-23,4,Manual_PuddledRandom,2022-07-26,2022-08-24,2.0,CalendarDate IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate RainArrival IrrigWaterAvailability LaborAvailability,3.0,Boring,Electric,600.0,2.0,Ganaura,1.0,,SoilApplied,2,DAP Urea,6.0,6.0,Broadcasting,DAP Urea,6.0,18.0,,,Broadcasting,hand,2022-10-25,1200.0,2022-10-31,machine,27,10,plowed_in_soil,0.1363636363636364,180
ID_YYHVFPU1RCAX,Nalanda,Rajgir,35,20,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-28,3,Manual_PuddledRandom,2022-06-20,2022-07-29,3.0,IrrigWaterAvailability SeedAvailability CalendarDate,SeedlingAge IrrigWaterAvailability CalendarDate,10.0,Boring,Electric,240.0,,,,,,2,DAP Urea,20.0,20.0,Broadcasting,Urea,20.0,38.0,,,Broadcasting,hand,2022-11-28,225.0,2022-12-20,hand,30,10,plowed_in_soil,0.375,840
ID_IZ1I670RFXIQ,Vaishali,Mahua,10,10,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-09,5,Manual_PuddledRandom,2022-07-15,2022-08-25,2.0,IrrigWaterAvailability LabourAvailability SeedAvailability,IrrigWaterAvailability,2.0,Boring,Electric,300.0,2.0,FYM,,5.0,SoilApplied,3,DAP,4.0,,SoilApplied,Urea,4.0,40.0,4.0,60.0,Broadcasting,hand,2022-11-01,400.0,2022-11-09,hand,30,10,plowed_in_soil,0.09090909090909091,200
ID_ZUBEAQEY9THJ,Jamui,Khaira,20,20,TractorPlough,2022-07-18,3,Manual_PuddledRandom,2022-06-26,2022-07-23,4.0,SeedAvailability IrrigWaterAvailability,IrrigWaterAvailability RainArrival SeedlingAge,2.0,Canal,,,9.0,,,,,1,DAP Urea,10.0,15.0,Broadcasting,,,,,,,hand,2022-11-10,100.0,2022-12-13,machine,25,10,plowed_in_soil,0.3181818181818182,550
ID_I31MWX5V6C81,Nalanda,Rajgir,30,30,TractorPlough,2022-06-12,6,Manual_PuddledRandom,2022-06-15,2022-07-15,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,15.0,Boring,Electric,120.0,2.0,Ganaura,600.0,,Broadcasting,2,DAP Urea,6.0,6.0,Broadcasting,Urea,6.0,23.0,,,Broadcasting,hand,2022-11-12,580.0,2022-11-12,hand,22,10,plowed_in_soil,0.25,680
ID_0YEEHWQB78BZ,Nalanda,Noorsarai,40,40,TractorPlough,2022-07-03,5,Manual_PuddledRandom,2022-06-11,2022-07-04,2.0,CalendarDate IrrigWaterAvailability SeedAvailability,CalendarDate LaborAvailability RainArrival IrrigWaterAvailability,6.0,Boring,Electric,120.0,,,,,,1,Urea,,24.0,Broadcasting,,,,,,,hand,2022-10-25,1200.0,2022-11-05,machine,25,10,plowed_in_soil,0.375,780
ID_SK3CEP5VF643,Nalanda,Rajgir,50,40,WetTillagePuddling TractorPlough FourWheelTracRotavator,2022-07-15,6,Manual_PuddledRandom,2022-06-28,2022-07-16,2.0,CalendarDate PreMonsoonShowers IrrigWaterAvailability LabourAvailability SeedAvailability,CalendarDate SeedlingAge RainArrival IrrigWaterAvailability LaborAvailability,8.0,Boring,Electric,240.0,4.0,Ganaura,5.0,,SoilApplied,2,DAP,14.0,,SoilApplied,DAP Urea,28.0,28.0,,,Broadcasting,hand,2022-11-26,900.0,2023-01-05,machine,23,10,plowed_in_soil,0.4375,1200
