District,Block,CultLand,CropCultLand,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea,Yield
Nalanda,Noorsarai,18,10,2022-07-17,5,Manual_PuddledRandom,2022-06-23,2022-07-18,2.0,2.0,Boring,Electric,120.0,1.0,,,,2,,12.0,Broadcasting,6.0,20.0,,,Broadcasting,machine,2022-11-10,,2022-11-10,machine,25,40,plowed_in_soil,0.1875,False,False,False,True,True,False,False,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True,350
Nalanda,Noorsarai,10,10,2022-07-16,4,Manual_PuddledRandom,2022-06-26,2022-07-20,2.0,2.0,Boring,Electric,120.0,8.0,,,,2,,10.0,Broadcasting,6.0,35.0,,,Broadcasting,hand,2022-10-05,250.0,2022-12-10,machine,25,10,plowed_in_soil,0.09375,True,False,True,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,True,False,False,False,True,120
Vaishali,Mahua,3,3,2022-06-22,4,Manual_PuddledRandom,2022-06-25,2022-07-25,1.0,1.0,Boring,Electric,450.0,3.0,,1.0,SoilApplied,2,6.0,6.0,Broadcasting,6.0,30.0,,,Broadcasting,hand,2022-11-05,200.0,2022-11-15,hand,30,10,plowed_in_soil,0.1363636363636364,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,280
Gaya,Gurua,20,20,2022-07-20,6,Manual_PuddledRandom,2022-06-20,2022-08-03,2.0,5.0,Boring,Electric,120.0,2.0,1.0,1.0,Broadcasting,2,6.0,,Broadcasting,6.0,45.0,,,Broadcasting,hand,2022-11-27,440.0,2022-12-18,hand,28,10,plowed_in_soil,0.2222222222222222,True,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,440
Vaishali,Garoul,18,18,2022-07-13,6,Manual_PuddledRandom,2022-06-03,2022-07-17,3.0,15.0,Boring,Diesel,1500.0,2.0,,1800.0,SoilApplied,1,36.0,18.0,SoilApplied,,,,,,hand,2022-10-04,1500.0,2022-10-14,hand,15,10,plowed_in_soil,0.8181818181818182,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,,,,,1620
Jamui,Jamui,20,20,2022-07-05,3,Manual_PuddledRandom,2022-07-12,2022-08-02,4.0,2.0,Boring,Electric,300.0,1.0,4.0,,Broadcasting,2,10.0,10.0,Broadcasting,,,,,Broadcasting,hand,2022-11-16,350.0,2023-01-11,machine,26,10,plowed_in_soil,0.3636363636363636,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,640
Jamui,Khaira,15,15,2022-07-27,3,Manual_PuddledRandom,2022-07-02,2022-08-04,3.0,2.0,Canal,,,10.0,,,,1,7.0,12.0,Broadcasting,,,,,,hand,2022-11-15,100.0,2022-12-28,machine,29,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,False,True,True,,,,,,False,False,False,False,True,,,,,400
Jamui,Jamui,11,11,2022-07-21,4,Manual_PuddledRandom,2022-06-28,2022-07-23,4.0,2.0,Boring,Electric,200.0,2.0,,,,1,4.0,4.0,Broadcasting,,,,,,hand,2022-11-12,400.0,2022-12-23,machine,29,10,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,,,,,,False,False,False,False,True,,,,,320
Jamui,Jamui,20,20,2022-07-27,4,Manual_PuddledRandom,2022-06-17,2022-08-01,4.0,3.0,Boring,Electric,1000.0,3.0,6.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,2.0,60.0,Broadcasting,hand,2022-11-30,90.0,2023-01-28,hand,30,10,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True,800
Nalanda,Rajgir,20,15,2022-07-20,6,LineSowingAfterTillage,2022-07-03,2022-07-23,,5.0,Boring,Electric,125.0,4.0,,,,2,10.0,5.0,Broadcasting,5.0,25.0,,,Broadcasting,hand,2022-11-28,125.0,2022-12-13,machine,25,10,plowed_in_soil,0.15625,True,False,True,True,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,True,200
Nalanda,Noorsarai,25,25,2022-07-05,4,Manual_PuddledRandom,2022-06-20,2022-07-08,1.0,4.0,Boring,Electric,220.0,6.0,,,,2,,11.0,Broadcasting,22.0,30.0,,,Broadcasting,hand,2022-11-05,550.0,2023-01-03,machine,27,10,plowed_in_soil,0.34375,True,False,True,False,True,False,False,True,True,False,False,True,,,,,,False,False,False,False,True,False,False,False,True,550
Vaishali,Mahua,5,2,2022-06-25,4,Manual_PuddledRandom,2022-06-02,2022-07-11,1.0,1.0,Boring,Electric,200.0,1.0,50.0,,SoilApplied,3,6.0,,Broadcasting,6.0,25.0,4.0,60.0,Broadcasting,hand,2022-11-02,400.0,2022-11-17,machine,30,10,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,140
Vaishali,Mahua,10,10,2022-07-04,5,Manual_PuddledRandom,2022-07-06,2022-08-01,2.0,4.0,Boring,Diesel,,2.0,,10.0,SoilApplied,3,10.0,,SoilApplied,10.0,35.0,10.0,65.0,Broadcasting,hand,2022-11-15,800.0,2022-11-20,hand,30,10,plowed_in_soil,0.2272727272727273,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,400
Nalanda,Noorsarai,10,10,2022-07-10,4,Manual_PuddledRandom,2022-06-23,2022-07-15,2.0,2.0,Boring,Electric,350.0,4.0,,,,2,10.0,,SoilApplied,20.0,18.0,,,Broadcasting,hand,2022-11-22,800.0,2022-11-22,machine,24,10,plowed_in_soil,0.3125,True,False,True,False,True,False,False,True,True,False,False,True,,,,,,False,False,False,False,False,False,False,False,True,400
Jamui,Jamui,5,5,2022-07-12,3,Manual_PuddledRandom,2022-06-27,2022-08-02,3.0,2.0,Boring,Electric,300.0,1.0,4.0,,Broadcasting,2,10.0,10.0,Broadcasting,,,,,Broadcasting,hand,2022-11-22,200.0,2023-01-25,machine,27,10,plowed_in_soil,0.2272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,400
Jamui,Khaira,10,10,2022-07-20,5,Manual_PuddledRandom,2022-07-02,2022-07-28,4.0,1.0,Canal,,,5.0,,,,3,6.0,,Broadcasting,6.0,30.0,6.0,70.0,Broadcasting,hand,2022-11-04,130.0,2022-12-03,machine,28,10,plowed_in_soil,0.1363636363636364,False,False,True,False,True,False,False,True,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True,300
Vaishali,Mahua,18,10,2022-07-08,5,Manual_PuddledRandom,2022-07-10,2022-08-06,1.0,2.0,Boring,Diesel,400.0,3.0,,2.0,SoilApplied,3,5.0,,SoilApplied,4.0,42.0,5.0,75.0,Broadcasting,hand,2022-11-08,400.0,2022-11-22,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,200
Vaishali,Garoul,10,5,2022-07-10,6,Manual_PuddledRandom,2022-06-20,2022-07-14,1.0,4.0,Boring,Diesel,480.0,3.0,,15.0,SoilApplied,3,10.0,,SoilApplied,10.0,30.0,5.0,50.0,Broadcasting,hand,2022-10-20,1000.0,2022-10-31,hand,28,10,plowed_in_soil,0.2272727272727273,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,450
Vaishali,Chehrakala,10,5,2022-06-11,4,Manual_PuddledRandom,2022-07-06,2022-07-29,2.0,3.0,Boring,Electric,450.0,1.0,,3.0,SoilApplied,2,8.0,,Broadcasting,12.0,30.0,,,Broadcasting,hand,2022-11-10,600.0,2022-11-17,hand,30,10,plowed_in_soil,0.1818181818181818,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,300
Jamui,Jamui,9,9,2022-06-30,4,Manual_PuddledRandom,2022-07-14,2022-08-02,4.0,10.0,Boring,Electric,3000.0,1.0,4.0,,Broadcasting,2,10.0,10.0,Broadcasting,,,,,Broadcasting,hand,2022-11-05,500.0,2023-01-23,machine,26,10,plowed_in_soil,0.4090909090909091,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3200
Vaishali,Mahua,10,10,2022-07-05,4,Manual_PuddledRandom,2022-07-09,2022-08-03,2.0,2.0,Boring,Diesel,400.0,3.0,,2.0,SoilApplied,3,5.0,,SoilApplied,2.0,42.0,4.0,75.0,Broadcasting,hand,2022-11-11,400.0,2022-11-16,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,200
Vaishali,Chehrakala,8,8,2022-07-16,4,Manual_PuddledRandom,2022-07-26,2022-08-18,2.0,2.0,Boring,Electric,400.0,2.0,1.0,,SoilApplied,2,8.0,8.0,Broadcasting,8.0,15.0,,,Broadcasting,hand,2022-10-21,1200.0,2022-10-30,machine,26,10,plowed_in_soil,0.1818181818181818,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,250
Gaya,Wazirganj,24,18,2022-07-02,4,Manual_PuddledRandom,2022-06-21,2022-07-19,2.0,4.0,Boring,Electric,98.0,4.0,4.0,,SoilApplied,2,2.0,2.0,Broadcasting,3.0,28.0,,,Broadcasting,hand,2022-10-21,200.0,2022-11-26,machine,25,10,plowed_in_soil,0.074074074074074,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,160
Nalanda,Rajgir,85,85,2022-07-08,3,Manual_PuddledRandom,2022-06-09,2022-07-11,1.0,15.0,Boring,Electric,,,,,,1,50.0,45.0,Broadcasting,,,,,,machine,2022-11-17,,2022-11-17,machine,28,40,plowed_in_soil,0.625,True,False,True,True,True,False,False,True,True,True,False,True,,,,,,False,False,False,False,True,,,,,1120
Nalanda,Rajgir,50,40,2022-07-19,6,LineSowingAfterTillage,2022-07-05,2022-07-24,,5.0,Boring,Electric,250.0,4.0,,,,2,10.0,20.0,Broadcasting,20.0,25.0,,,Broadcasting,hand,2022-11-25,250.0,2022-12-10,machine,25,10,plowed_in_soil,0.3125,True,False,True,True,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,True,400
Vaishali,Garoul,10,4,2022-07-07,6,Manual_PuddledRandom,2022-06-04,2022-07-10,2.0,2.0,Boring,Diesel,,3.0,,10.0,SoilApplied,2,8.0,,SoilApplied,8.0,30.0,,,Broadcasting,hand,2022-10-10,800.0,2022-10-22,hand,30,10,plowed_in_soil,0.1818181818181818,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,280
Gaya,Gurua,15,15,2022-07-02,6,Manual_PuddledRandom,2022-06-02,2022-07-29,4.0,,Canal,,,,,,SoilApplied,2,8.0,,SoilApplied,5.0,45.0,,,Broadcasting,hand,2022-12-04,300.0,2022-12-28,hand,27,10,plowed_in_soil,0.1851851851851852,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,440
Vaishali,Chehrakala,2,2,2022-06-14,3,Manual_PuddledRandom,2022-06-24,2022-07-16,1.0,2.0,TubeWell,Electric,400.0,2.0,1.0,1.0,Broadcasting,3,4.0,4.0,Broadcasting,6.0,15.0,6.0,30.0,Broadcasting,hand,2022-11-14,300.0,2022-11-24,hand,28,10,plowed_in_soil,0.0909090909090909,True,False,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,120
Jamui,Khaira,40,30,2022-07-25,3,Manual_PuddledRandom,2022-07-08,2022-07-28,1.0,3.0,Canal,,,5.0,,1.0,SoilApplied,3,4.0,,Broadcasting,6.0,23.0,6.0,60.0,Broadcasting,hand,2022-11-02,200.0,2022-12-21,machine,28,10,plowed_in_soil,0.1818181818181818,False,False,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,360
Nalanda,Noorsarai,100,100,2022-07-08,4,Manual_PuddledRandom,2022-06-19,2022-07-13,3.0,5.0,Boring,Electric,240.0,5.0,,,,2,,12.0,Broadcasting,12.0,28.0,,,Broadcasting,hand,2022-10-29,600.0,2023-01-07,machine,21,10,plowed_in_soil,0.375,True,False,True,False,True,False,False,True,True,False,False,True,,,,,,False,False,False,False,True,False,False,False,True,900
Gaya,Gurua,20,20,2022-07-12,7,Manual_PuddledLine,2022-06-29,2022-07-18,2.0,2.0,Boring,Electric,100.0,2.0,1.0,1.0,SoilApplied,1,5.0,,Broadcasting,,,,,,hand,2022-11-25,120.0,2022-12-28,machine,30,10,plowed_in_soil,0.1851851851851852,True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,,,425
Vaishali,Chehrakala,9,4,2022-07-21,5,Manual_PuddledRandom,2022-07-10,2022-08-04,1.0,2.0,Boring,Diesel,400.0,2.0,,2.0,SoilApplied,1,,5.0,Broadcasting,,,,,,hand,2022-10-20,200.0,2022-10-28,hand,25,10,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,,,,,200
Jamui,Khaira,15,15,2022-07-20,3,Manual_PuddledRandom,2022-06-28,2022-07-31,3.0,9.0,Boring,Electric,,9.0,,,,1,7.0,9.0,Broadcasting,,,,,,hand,2022-11-24,100.0,2022-12-27,hand,28,10,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,False,True,True,False,True,True,,,,,,False,False,False,False,True,,,,,450
Jamui,Jamui,7,7,2022-07-21,4,Manual_PuddledRandom,2022-06-26,2022-07-25,13.0,7.0,Boring,Electric,700.0,2.0,,,,2,14.0,14.0,Broadcasting,14.0,28.0,,,Broadcasting,hand,2022-11-13,500.0,2022-12-22,machine,27,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,True,False,False,False,True,True,,,,,,False,False,False,False,True,False,False,False,True,400
Vaishali,Chehrakala,20,20,2022-07-18,2,Manual_PuddledRandom,2022-07-22,2022-08-24,2.0,5.0,Boring,Electric,500.0,1.0,1.0,,SoilApplied,2,15.0,15.0,Broadcasting,15.0,15.0,,,Broadcasting,hand,2022-10-28,1500.0,2022-11-02,machine,26,10,plowed_in_soil,0.2272727272727273,True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,300
Nalanda,Noorsarai,20,20,2022-07-08,4,Manual_PuddledRandom,2022-06-21,2022-07-23,2.0,6.0,Boring,Electric,320.0,5.0,,,,2,,16.0,Broadcasting,40.0,32.0,,,Broadcasting,hand,2022-11-04,400.0,2023-01-21,machine,23,10,plowed_in_soil,0.5,True,False,True,False,True,False,False,True,True,False,False,True,,,,,,False,False,False,False,True,False,False,False,True,1120
Jamui,Jamui,30,30,2022-08-01,4,Broadcasting,,2022-08-02,,5.0,Boring,Electric,1000.0,3.0,5.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,2.0,60.0,Broadcasting,hand,2022-11-26,90.0,2023-01-13,hand,29,10,plowed_in_soil,0.4545454545454545,False,False,True,False,,,,,,,,,True,False,False,False,False,,,,,,False,False,False,True,900
Nalanda,Noorsarai,50,48,2022-07-09,5,Manual_PuddledRandom,2022-06-14,2022-07-10,1.0,6.0,Boring,Electric,120.0,6.0,,,,1,,24.0,Broadcasting,,,,,,hand,2022-10-25,1200.0,2022-11-06,hand,25,10,plowed_in_soil,0.375,False,False,True,False,True,False,False,True,False,True,True,False,,,,,,False,False,False,False,True,,,,,960
Jamui,Khaira,30,25,2022-07-25,3,Manual_PuddledRandom,2022-07-06,2022-07-28,3.0,,,,,2.0,,,,3,5.0,,Broadcasting,8.0,28.0,5.0,62.0,Broadcasting,hand,2022-11-09,200.0,2022-12-21,machine,28,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,True,False,True,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True,450
Gaya,Gurua,20,20,2022-07-16,5,Manual_PuddledRandom,2022-06-23,2022-07-19,2.0,6.0,Boring,Electric,150.0,3.0,1.0,,SoilApplied,2,10.0,,Broadcasting,10.0,42.0,,,Broadcasting,hand,2022-11-17,120.0,2022-12-21,hand,30,10,plowed_in_soil,0.3703703703703703,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,800
Vaishali,Mahua,10,10,2022-07-09,5,Manual_PuddledRandom,2022-07-11,2022-08-03,2.0,5.0,Boring,Electric,,3.0,,10.0,SoilApplied,3,10.0,,SoilApplied,10.0,45.0,10.0,75.0,Broadcasting,hand,2022-10-27,1000.0,2022-11-01,hand,30,10,plowed_in_soil,0.2272727272727273,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,450
Jamui,Jamui,90,90,2022-07-23,4,Manual_PuddledRandom,2022-06-21,2022-07-29,4.0,5.0,Boring,Electric,1000.0,4.0,5.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-29,90.0,2023-02-05,hand,28,10,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,,,,,,False,False,False,True,800
Nalanda,Rajgir,26,26,2022-07-24,5,Manual_PuddledRandom,2022-07-09,2022-07-26,2.0,,Rainfed,,,6.0,1.0,,SoilApplied,2,13.0,13.0,Broadcasting,26.0,43.0,,,Broadcasting,hand,2022-11-23,1200.0,2022-12-24,machine,25,10,plowed_in_soil,0.40625,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,780
Gaya,Wazirganj,80,60,2022-07-25,5,Manual_PuddledRandom,2022-06-27,2022-07-28,2.0,,Rainfed,,,4.0,,,,2,12.0,12.0,Broadcasting,18.0,45.0,,,Broadcasting,hand,2022-10-20,100.0,2022-10-28,hand,25,10,plowed_in_soil,0.4444444444444444,True,False,False,True,True,False,True,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True,960
Nalanda,Rajgir,100,100,2022-06-12,5,Manual_PuddledRandom,2022-06-19,2022-07-16,5.0,7.0,Boring,Electric,210.0,5.0,2.0,,SoilApplied,2,18.0,6.0,Broadcasting,18.0,45.0,,,Broadcasting,hand,2022-11-26,1400.0,2022-12-23,machine,25,10,plowed_in_soil,0.46875,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,890
Vaishali,Chehrakala,8,5,2022-07-21,5,Manual_PuddledRandom,2022-07-06,2022-07-25,1.0,3.0,Boring,Diesel,600.0,1.0,,,,2,8.0,8.0,Broadcasting,8.0,8.0,,,Broadcasting,hand,2022-10-20,300.0,2022-10-25,hand,25,10,plowed_in_soil,0.1363636363636364,True,False,True,False,True,True,False,False,True,False,False,False,,,,,,False,False,False,False,True,False,False,False,True,275
Jamui,Jamui,7,7,2022-07-29,4,Manual_PuddledRandom,2022-06-24,2022-08-01,10.0,5.0,Boring,Electric,500.0,2.0,,,,1,10.0,10.0,Broadcasting,,,,,,hand,2022-11-14,400.0,2022-12-10,machine,26,10,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,,,,,,False,False,False,False,True,,,,,240
Nalanda,Rajgir,20,20,2022-07-15,5,Manual_PuddledRandom,2022-06-02,2022-07-16,2.0,3.0,Boring,Electric,175.0,8.0,1.0,,Broadcasting,2,7.0,14.0,Broadcasting,7.0,45.0,,,Broadcasting,hand,2022-11-21,400.0,2022-12-02,machine,28,10,plowed_in_soil,0.21875,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,300
Nalanda,Noorsarai,50,50,2022-07-16,3,Manual_PuddledRandom,2022-06-26,2022-07-24,2.0,4.0,Boring,Electric,400.0,8.0,,,,2,,25.0,Broadcasting,20.0,40.0,,,Broadcasting,hand,2022-10-18,1000.0,2023-01-20,machine,22,10,plowed_in_soil,0.3125,True,False,True,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,True,False,False,False,True,800
Jamui,Khaira,50,50,2022-07-18,4,Manual_PuddledRandom,2022-06-29,2022-07-26,3.0,3.0,Canal,,,3.0,,2.0,SoilApplied,3,6.0,,Broadcasting,12.0,22.0,12.0,55.0,Broadcasting,hand,2022-11-05,150.0,2022-12-02,machine,28,10,plowed_in_soil,0.2727272727272727,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,540
Nalanda,Noorsarai,30,30,2022-07-09,4,Manual_PuddledRandom,2022-06-24,2022-07-13,1.0,2.0,Boring,Electric,120.0,2.0,,,,2,,6.0,Broadcasting,12.0,32.0,,,Broadcasting,hand,2022-10-25,300.0,2022-12-23,machine,26,10,plowed_in_soil,0.1875,True,False,True,False,True,False,False,True,True,False,False,True,,,,,,False,False,False,False,True,False,False,False,True,360
Nalanda,Rajgir,50,50,2022-06-22,4,Broadcasting,,2022-07-22,,5.0,Boring,Electric,,4.0,,,,2,14.0,7.0,Broadcasting,15.0,35.0,,,Broadcasting,machine,2022-12-02,,2022-12-03,hand,25,40,plowed_in_soil,0.21875,True,False,False,False,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,True,430
Nalanda,Rajgir,35,35,2022-06-08,5,Manual_PuddledRandom,2022-06-17,2022-07-11,2.0,5.0,Boring,Electric,150.0,4.0,1.0,,SoilApplied,2,20.0,10.0,Broadcasting,20.0,45.0,,,Broadcasting,hand,2022-11-30,900.0,2022-12-24,machine,24,10,plowed_in_soil,0.3125,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,688
Jamui,Khaira,28,21,2022-07-21,4,Manual_PuddledRandom,2022-06-30,2022-07-26,1.0,5.0,Boring,Diesel,450.0,3.0,,3.0,SoilApplied,3,16.0,,Broadcasting,16.0,23.0,15.0,69.0,Broadcasting,hand,2022-12-08,1500.0,2022-12-22,hand,22,10,plowed_in_soil,0.8636363636363636,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2300
Jamui,Jamui,25,20,2022-06-26,2,Manual_PuddledRandom,2022-06-26,2022-08-02,3.0,2.0,Boring,Electric,300.0,1.0,4.0,,Broadcasting,2,10.0,10.0,Broadcasting,,,,,Broadcasting,hand,2022-11-20,700.0,2023-01-22,machine,26,10,plowed_in_soil,0.7272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1260
Vaishali,Mahua,8,8,2022-06-24,4,Manual_PuddledRandom,2022-06-02,2022-07-02,1.0,1.0,Boring,Electric,150.0,1.0,,,,3,6.0,,Broadcasting,6.0,26.0,4.0,62.0,Broadcasting,hand,2022-11-05,400.0,2022-11-15,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,False,False,True,False,True,True,,,,,,False,False,False,False,False,False,False,False,True,160
Jamui,Khaira,20,20,2022-07-18,3,Manual_PuddledRandom,2022-06-28,2022-07-22,4.0,10.0,Canal,,,10.0,,2.0,SoilApplied,1,9.0,12.0,Broadcasting,,,,,,hand,2022-11-25,100.0,2022-12-21,machine,25,10,plowed_in_soil,0.2727272727272727,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,,,,,550
Vaishali,Chehrakala,10,5,2022-07-25,4,Manual_PuddledRandom,2022-07-11,2022-08-04,2.0,4.0,Boring,Electric,450.0,1.0,3.0,,SoilApplied,2,8.0,,Broadcasting,15.0,28.0,,,Broadcasting,hand,2022-11-08,1000.0,2022-11-17,hand,20,10,plowed_in_soil,0.2272727272727273,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,430
Nalanda,Noorsarai,40,35,2022-07-08,5,Manual_PuddledRandom,2022-06-16,2022-07-09,1.0,5.0,Boring,Electric,100.0,5.0,1.0,,Broadcasting,1,,20.0,Broadcasting,,,,,,hand,2022-10-21,1000.0,2022-11-02,machine,25,10,plowed_in_soil,0.3125,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,,,,,600
Vaishali,Mahua,5,5,2022-06-20,3,Manual_PuddledRandom,2022-06-25,2022-07-20,1.0,2.0,Boring,Electric,750.0,2.0,,2.0,SoilApplied,3,10.0,10.0,SoilApplied,10.0,20.0,10.0,60.0,Broadcasting,hand,2022-11-02,200.0,2022-11-10,hand,30,10,plowed_in_soil,0.2272727272727273,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,450
Vaishali,Mahua,2,2,2022-06-20,3,Manual_PuddledRandom,2022-06-23,2022-07-26,1.0,50.0,Boring,Electric,200.0,2.0,,1.0,SoilApplied,3,4.0,4.0,SoilApplied,4.0,23.0,4.0,45.0,Broadcasting,hand,2022-11-05,200.0,2022-11-15,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,170
Jamui,Jamui,10,10,2022-07-24,4,Manual_PuddledRandom,2022-06-18,2022-07-30,4.0,2.0,Boring,Electric,500.0,3.0,3.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,2.0,60.0,Broadcasting,hand,2022-11-25,85.0,2023-01-13,hand,30,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True,425
Vaishali,Mahua,20,15,2022-07-14,5,Manual_PuddledRandom,2022-07-01,2022-07-25,2.0,3.0,Boring,Diesel,,2.0,,,,2,15.0,12.0,SoilApplied,15.0,35.0,,,Broadcasting,hand,2022-10-20,500.0,2022-10-30,hand,28,10,plowed_in_soil,0.1818181818181818,True,False,True,True,True,True,True,True,True,False,True,True,,,,,,False,False,False,False,True,False,False,False,True,500
