District,Block,CultLand,CropCultLand,CropTillageDepth,CropEstMethod,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_hand_rent,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea,CropTillageDateYear,CropTillageDateDayOfYearSin,CropTillageDateDayOfYearCos,RcNursEstDateYear,RcNursEstDateDayOfYearSin,RcNursEstDateDayOfYearCos,SeedingSowingTransplantingYear,SeedingSowingTransplantingDayOfYearSin,SeedingSowingTransplantingDayOfYearCos,Harv_dateYear,Harv_dateDayOfYearSin,Harv_dateDayOfYearCos,Threshing_dateYear,Threshing_dateDayOfYearSin,Threshing_dateDayOfYearCos,Yield
Nalanda,Rajgir,30,30,6,Manual_PuddledRandom,1.0,8.0,Boring,Electric,200.0,2.0,500.0,,Broadcasting,2,10.0,,Broadcasting,10.0,23.0,,,Broadcasting,hand,468.0,hand,23,10,plowed_in_soil,0.25,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,0.3777079652039649,-0.9259247771938498,2022,0.3456123126707335,-0.9383773917408641,2022,-0.2135209154397959,-0.9769384927771817,2022,-0.7909456567567774,0.6118864012687242,2022,-0.6994583270516471,0.7146733860429608,490
Jamui,Khaira,59,29,4,Manual_PuddledRandom,1.0,5.0,Boring,Diesel,550.0,3.0,,4.0,SoilApplied,3,25.0,,Broadcasting,26.0,28.0,23.0,68.0,Broadcasting,hand,2000.0,hand,22,10,plowed_in_soil,1.136363636363636,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,-0.3617137307297674,-0.9322892131745134,2022,-0.04302223300453034,-0.99907411510223,2022,-0.4405187843504952,-0.8977433935342336,2022,-0.4937755501599774,0.8695893893466109,2022,-0.154308820664281,0.9880226656636976,2600
Vaishali,Mahua,5,5,4,Manual_PuddledRandom,2.0,1.0,Boring,Electric,150.0,3.0,,1.0,SoilApplied,3,3.0,,SoilApplied,2.0,40.0,2.0,72.0,Broadcasting,hand,200.0,hand,30,10,plowed_in_soil,0.0454545454545454,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,-0.16280701293851646,-0.9866579328916572,2022,-0.19667288979357622,-0.9804691603616321,2022,-0.6152845999633277,-0.7883050558305253,2022,-0.8013610881746769,0.5981809144059159,2022,-0.6994583270516471,0.7146733860429608,95
Gaya,Wazirganj,20,20,4,Manual_PuddledRandom,3.0,3.0,Boring,Electric,50.0,3.0,3.0,,SoilApplied,2,5.0,5.0,Broadcasting,10.0,25.0,,,Broadcasting,hand,100.0,machine,30,10,plowed_in_soil,0.1851851851851852,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,-0.3294084822245302,-0.9441875088341994,2022,0.02581844022713308,-0.9996666485105112,2022,-0.3456123126707333,-0.9383773917408642,2022,-0.8214765533024145,0.5702422926917867,2022,-0.5667017562911184,0.8239230057575536,400
Jamui,Jamui,13,13,4,Manual_PuddledRandom,20.0,10.0,Boring,Electric,10.0,3.0,,,,1,20.0,20.0,Broadcasting,,,,,,hand,400.0,machine,28,10,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,,,,,,False,False,False,False,True,,,,,2022,-0.5595892624101763,-0.828770087174504,2022,-0.24702218048093527,-0.9690098257244063,2022,-0.655156357209085,-0.7554933140726804,2022,-0.6084768701151264,0.7935716089521472,2023,0.47873384011578846,0.8779600847008882,320
Gaya,Gurua,10,10,8,Manual_PuddledRandom,4.0,2.0,Boring,Electric,60.0,2.0,,,,3,3.0,,Broadcasting,3.0,22.0,3.0,76.0,Broadcasting,hand,120.0,hand,25,10,plowed_in_soil,0.1111111111111111,True,False,True,False,True,False,True,True,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True,2022,0.008606996888688698,-0.9999629591162655,2022,0.1457991969198751,-0.9893142039703663,2022,-0.4405187843504952,-0.8977433935342336,2022,-0.7116566222817751,0.7025274741691566,2022,-0.05161966722325418,0.9986668162884759,180
Nalanda,Rajgir,36,25,2,Broadcasting,,4.0,Boring,Electric,,3.0,9.0,,SoilApplied,3,4.0,4.0,Broadcasting,4.0,32.0,4.0,64.0,Broadcasting,hand,100.0,machine,25,10,plowed_in_soil,0.125,True,False,True,False,,,,,,,,,True,False,False,False,False,False,False,False,True,True,False,False,False,True,2022,-0.19667288979357622,-0.9804691603616321,,,,2022,-0.47115950767386394,-0.8820480249558535,2022,-0.1882267098432439,0.9821256058680006,2023,0.15430882066428117,0.9880226656636976,325
Vaishali,Mahua,6,6,5,Manual_PuddledRandom,2.0,1.0,Boring,Diesel,,2.0,,1.0,SoilApplied,3,2.0,,SoilApplied,2.0,35.0,2.0,70.0,Broadcasting,hand,200.0,hand,30,10,plowed_in_soil,0.0454545454545454,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,-0.02581844022713239,-0.9996666485105112,2022,-0.060213277365792774,-0.9981855344718586,2022,-0.5012418134457756,-0.8653072543632061,2022,-0.7469720876965551,0.6648553979642867,2022,-0.6870527672236675,0.726607524768565,100
Gaya,Wazirganj,28,21,4,Manual_PuddledRandom,2.0,4.0,Boring,Electric,105.0,6.0,4.0,,SoilApplied,2,3.0,3.0,Broadcasting,3.0,22.0,,,Broadcasting,hand,300.0,machine,24,10,plowed_in_soil,0.1111111111111111,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,-0.07738647923346322,-0.9970011699250151,2022,0.1797665857255624,-0.9837092937736097,2022,-0.3131070409358267,-0.9497178427914317,2022,-0.8498170915275277,0.5270777086423724,2022,-0.4482293417404106,0.893918596519257,220
Jamui,Jamui,60,60,3,Manual_PuddledRandom,4.0,9.0,Boring,Electric,3000.0,1.0,4.0,,Broadcasting,2,10.0,10.0,Broadcasting,,,,,Broadcasting,hand,300.0,machine,25,10,plowed_in_soil,0.2272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2022,-0.11165900712169444,-0.9937465804361781,2022,-0.02581844022713239,-0.9996666485105112,2022,-0.5160623910158526,-0.8565509959010037,2022,-0.594726686960764,0.8039279618328208,2023,0.08596479873744647,0.9962981749346078,450
Jamui,Khaira,25,25,4,Manual_PuddledRandom,4.0,2.0,Canal,,,4.0,1.0,,SoilApplied,3,6.0,,Broadcasting,6.0,28.0,9.0,68.0,Broadcasting,hand,150.0,machine,25,10,plowed_in_soil,0.2727272727272727,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,-0.3617137307297674,-0.9322892131745134,2022,-0.09453674981719933,-0.9955213724144752,2022,-0.5160623910158526,-0.8565509959010037,2022,-0.8406184056344783,0.5416278206559811,2022,-0.32126966169236515,0.946987753076075,540
Nalanda,Rajgir,40,10,6,LineSowingAfterTillage,,5.0,Boring,Electric,175.0,4.0,,,,2,7.0,14.0,Broadcasting,14.0,25.0,,,Broadcasting,hand,175.0,machine,25,10,plowed_in_soil,0.21875,True,False,True,True,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,True,2022,-0.2967128192734901,-0.9549667548552553,2022,-0.02581844022713239,-0.9996666485105112,2022,-0.37770796520396466,-0.9259247771938499,2022,-0.5808002734538014,0.8140460935082175,2022,-0.3536761221763721,0.935367949313148,280
Jamui,Khaira,19,13,4,Manual_PuddledRandom,1.0,3.0,Boring,Diesel,250.0,1.0,,3.0,SoilApplied,3,12.0,,Broadcasting,10.0,25.0,12.0,65.0,Broadcasting,hand,1000.0,hand,21,10,plowed_in_soil,0.5454545454545454,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,-0.3294084822245302,-0.9441875088341994,2022,0.06021327736579302,-0.9981855344718586,2022,-0.4405187843504952,-0.8977433935342336,2022,-0.4937755501599774,0.8695893893466109,2022,-0.154308820664281,0.9880226656636976,1500
Vaishali,Mahua,20,5,5,Manual_PuddledRandom,2.0,3.0,Boring,Diesel,600.0,2.0,,2.0,Broadcasting,3,6.0,,Broadcasting,10.0,25.0,10.0,45.0,Broadcasting,hand,1000.0,hand,30,10,plowed_in_soil,0.2272727272727273,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,0.36171373072976765,-0.9322892131745133,2022,0.3294084822245304,-0.9441875088341993,2022,-0.2802306751992161,-0.9599326896597445,2022,-0.970063921851507,0.2428497220959358,2022,-0.8996308696522434,0.4366512319560638,10
Vaishali,Mahua,6,3,6,Manual_PuddledRandom,2.0,1.0,Boring,Diesel,2.0,2.0,,,,1,10.0,6.0,SoilApplied,,,,,,hand,200.0,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,False,True,False,True,True,False,True,False,True,True,,,,,,False,False,False,False,True,,,,,2022,-0.008606996888688009,-0.9999629591162655,2022,0.02581844022713308,-0.9996666485105112,2022,-0.39359027665646645,-0.9192859697186105,2022,-0.970063921851507,0.2428497220959358,2022,-0.9141279881853337,0.4054257283599973,250
Jamui,Jamui,30,30,4,Manual_PuddledRandom,4.0,5.0,Boring,Electric,1000.0,3.0,6.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,90.0,hand,29,10,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True,2022,-0.3131070409358267,-0.9497178427914317,2022,0.23030567023061221,-0.9731183372332619,2022,-0.4093559588156211,-0.9123747579707274,2022,-0.5086709438521042,0.8609610158889945,2023,0.4635502709028509,0.886070621534138,800
Jamui,Khaira,15,13,3,Manual_PuddledRandom,4.0,1.0,Canal,,,3.0,,,,3,3.0,,Broadcasting,3.0,25.0,4.0,65.0,Broadcasting,hand,150.0,hand,26,10,plowed_in_soil,0.0909090909090909,False,False,True,False,False,False,False,True,False,True,True,True,,,,,,False,False,False,False,False,False,False,False,True,2022,-0.42500033996955394,-0.9051931898913975,2022,-0.09453674981719933,-0.9955213724144752,2022,-0.5307300481619331,-0.8475409228928312,2022,-0.780295851070776,0.6254105729852457,2022,-0.2884824328806098,0.9574851883550389,200
Nalanda,Rajgir,58,58,4,LineSowingAfterTillage,,2.0,Boring,Electric,,3.0,,,,2,10.0,5.0,Broadcasting,10.0,35.0,,,Broadcasting,machine,,hand,28,40,plowed_in_soil,0.15625,True,False,False,False,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,True,2022,0.26366549272800704,-0.9646141756912435,2022,0.11165900712169512,-0.993746580436178,2022,-0.4093559588156211,-0.9123747579707274,2022,-0.594726686960764,0.8039279618328208,2022,-0.5380051715382992,0.8429415373547832,275
Jamui,Khaira,20,20,3,Manual_PuddledRandom,3.0,2.0,Boring,Electric,,9.0,,2.0,Broadcasting,1,8.0,12.0,Broadcasting,,,,,,hand,100.0,machine,28,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,,,,,2022,-0.3294084822245302,-0.9441875088341994,2022,0.02581844022713308,-0.9996666485105112,2022,-0.42500033996955394,-0.9051931898913975,2022,-0.6486295610349818,0.7611042586607742,2022,-0.20510449986861926,0.9787400799669153,600
Jamui,Jamui,20,15,4,Manual_PuddledRandom,4.0,10.0,Boring,Electric,900.0,1.0,5.0,,Broadcasting,2,25.0,25.0,Broadcasting,20.0,20.0,,,Broadcasting,hand,500.0,machine,26,10,plowed_in_soil,0.4545454545454545,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,-0.2636654927280072,-0.9646141756912435,2022,-0.04302223300453034,-0.99907411510223,2022,-0.7176769136759615,-0.6963762255968726,2022,-0.8406184056344783,0.5416278206559811,2023,0.2051044998686192,0.9787400799669153,800
Jamui,Jamui,9,9,4,Manual_PuddledRandom,8.0,4.0,Boring,Electric,400.0,2.0,,,,2,8.0,8.0,Broadcasting,8.0,30.0,,,Broadcasting,hand,400.0,machine,28,10,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,,,,,,False,False,False,False,True,False,False,False,True,2022,-0.39359027665646645,-0.9192859697186105,2022,0.12874817745258132,-0.99167731989929,2022,-0.4405187843504952,-0.8977433935342336,2022,-0.6486295610349818,0.7611042586607742,2022,-0.20510449986861926,0.9787400799669153,424
Nalanda,Rajgir,30,30,6,Manual_PuddledRandom,1.0,4.0,Boring,Electric,175.0,2.0,15.0,,SoilApplied,2,10.0,,Broadcasting,10.0,25.0,,,Broadcasting,hand,490.0,machine,25,10,plowed_in_soil,0.21875,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,-0.23030567023061196,-0.973118337233262,2022,0.16280701293851715,-0.986657932891657,2022,-0.2636654927280072,-0.9646141756912435,2022,-0.5808002734538014,0.8140460935082175,2023,0.9611297838723007,0.27609697309746883,420
Nalanda,Noorsarai,70,50,5,Manual_PuddledRandom,2.0,5.0,Boring,Electric,200.0,2.0,,,,2,,,Broadcasting,20.0,19.0,,,Broadcasting,machine,,machine,25,40,plowed_in_soil,0.3125,True,False,True,False,True,False,False,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True,2022,-0.23030567023061196,-0.973118337233262,2022,0.12874817745258132,-0.99167731989929,2022,-0.24702218048093527,-0.9690098257244063,2022,-0.6994583270516471,0.7146733860429608,2022,-0.6994583270516471,0.7146733860429608,640
Vaishali,Mahua,3,2,5,Manual_PuddledRandom,2.0,1.0,Boring,Diesel,100.0,2.0,,,,3,12.0,,SoilApplied,6.0,30.0,8.0,60.0,Broadcasting,hand,,hand,28,10,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,False,True,False,True,True,,,,,,False,False,False,False,False,False,False,False,True,2022,-0.09453674981719933,-0.9955213724144752,2022,0.28023067519921585,-0.9599326896597447,2022,-0.14579919691987442,-0.9893142039703664,2022,-0.970063921851507,0.2428497220959358,2022,-0.9141279881853337,0.4054257283599973,150
Nalanda,Noorsarai,10,10,4,Manual_PuddledRandom,2.0,2.0,Boring,Electric,250.0,3.0,,,,2,10.0,,SoilApplied,20.0,10.0,,,Broadcasting,hand,800.0,machine,24,10,plowed_in_soil,0.3125,False,False,True,False,False,False,False,False,True,False,False,True,,,,,,False,False,False,False,False,False,False,False,True,2022,-0.04302223300453034,-0.99907411510223,2022,0.26366549272800704,-0.9646141756912435,2022,-0.07738647923346322,-0.9970011699250151,2022,-0.867456354729597,0.4975132889071803,2022,-0.4327755925504317,0.9015016841318838,3400
Jamui,Khaira,20,20,3,Manual_PuddledRandom,4.0,2.0,Canal,,,11.0,,,,1,8.0,12.0,Broadcasting,,,,,,hand,100.0,machine,29,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,False,True,True,,,,,,False,False,False,False,True,,,,,2022,-0.4405187843504952,-0.8977433935342336,2022,-0.008606996888688009,-0.9999629591162655,2022,-0.5307300481619331,-0.8475409228928312,2022,-0.7694148268839381,0.6387494220515268,2023,0.2051044998686192,0.9787400799669153,400
Jamui,Jamui,9,9,4,Manual_PuddledRandom,5.0,3.0,Boring,Electric,300.0,3.0,,,,2,10.0,5.0,Broadcasting,5.0,30.0,,,Broadcasting,hand,300.0,machine,25,10,plowed_in_soil,0.1363636363636364,False,False,True,False,True,False,True,False,False,False,True,True,,,,,,False,False,False,False,True,False,False,False,True,2022,-0.6420547132365636,-0.7666588193001592,2022,-0.2636654927280072,-0.9646141756912435,2022,-0.655156357209085,-0.7554933140726804,2022,-0.780295851070776,0.6254105729852457,2023,0.1712931441814776,0.9852201067560606,235
Jamui,Jamui,30,30,4,Manual_PuddledRandom,4.0,5.0,Boring,Electric,1000.0,3.0,5.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,2.0,60.0,Broadcasting,hand,80.0,hand,28,10,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True,2022,-0.455906693508459,-0.8900275764346766,2022,0.23030567023061221,-0.9731183372332619,2022,-0.5160623910158526,-0.8565509959010037,2022,-0.6354323008901775,0.7721565844991641,2023,0.06880242680231986,0.9976303053065857,900
Nalanda,Rajgir,20,20,5,Manual_PuddledRandom,2.0,5.0,Boring,Electric,150.0,5.0,1.0,,SoilApplied,2,20.0,15.0,Broadcasting,1.0,45.0,,,Broadcasting,hand,900.0,machine,24,10,plowed_in_soil,0.3125,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,-0.11165900712169444,-0.9937465804361781,2022,0.09453674981719912,-0.9955213724144752,2022,-0.23030567023061196,-0.973118337233262,2022,-0.622046748440868,0.7829801036770625,2022,-0.27195815753410524,0.9623090774541487,500
Jamui,Jamui,20,20,4,Manual_PuddledRandom,5.0,2.0,Boring,Electric,500.0,,,,,2,,,Broadcasting,2.0,1.0,,,Broadcasting,hand,90.0,hand,30,10,plowed_in_soil,0.2272727272727273,False,False,True,False,False,False,False,False,False,False,False,True,,,,,,,,,,,False,False,False,True,2022,-0.2967128192734901,-0.9549667548552553,2022,0.26366549272800704,-0.9646141756912435,2022,-0.39359027665646645,-0.9192859697186105,2022,-0.5380051715382992,0.8429415373547832,2023,0.6870527672236669,0.7266075247685656,440
Vaishali,Mahua,6,6,6,Manual_PuddledRandom,2.0,250.0,Boring,Diesel,500.0,2.0,,1.0,Broadcasting,3,,4.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,400.0,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,0.440518784350495,-0.8977433935342337,2022,0.39359027665646673,-0.9192859697186104,2022,-0.2802306751992161,-0.9599326896597445,2022,-0.970063921851507,0.2428497220959358,2022,-0.8996308696522434,0.4366512319560638,4
Nalanda,Noorsarai,35,30,5,Manual_PuddledRandom,1.0,5.0,Boring,Electric,100.0,8.0,,1.0,Broadcasting,1,,20.0,Broadcasting,,,,,,hand,1000.0,machine,25,10,plowed_in_soil,0.3125,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,2022,-0.17976658572556214,-0.9837092937736098,2022,0.19667288979357647,-0.980469160361632,2022,-0.42500033996955394,-0.9051931898913975,2022,-0.9141279881853337,0.4054257283599973,2022,-0.7694148268839381,0.6387494220515268,600
Gaya,Wazirganj,10,10,4,Manual_PuddledRandom,3.0,4.0,Boring,Electric,50.0,3.0,,3.0,SoilApplied,2,5.0,5.0,Broadcasting,10.0,25.0,,,Broadcasting,hand,100.0,machine,30,10,plowed_in_soil,0.1851851851851852,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,-0.3294084822245302,-0.9441875088341994,2022,0.04302223300453059,-0.99907411510223,2022,-0.3456123126707333,-0.9383773917408642,2022,-0.8214765533024145,0.5702422926917867,2022,-0.6486295610349818,0.7611042586607742,410
Gaya,Wazirganj,13,7,4,Manual_PuddledRandom,2.0,4.0,Boring,Electric,95.0,6.0,3.0,,Broadcasting,2,3.0,3.0,Broadcasting,3.0,34.0,,,Broadcasting,hand,200.0,machine,23,10,plowed_in_soil,0.1111111111111111,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,0.008606996888688698,-0.9999629591162655,2022,0.19667288979357647,-0.980469160361632,2022,-0.3456123126707333,-0.9383773917408642,2022,-0.867456354729597,0.4975132889071803,2022,-0.5086709438521042,0.8609610158889945,207
Jamui,Khaira,15,15,3,Manual_PuddledRandom,3.0,2.0,Canal,,,9.0,,,,1,8.0,10.0,Broadcasting,,,,,,hand,100.0,machine,26,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,False,True,True,,,,,,False,False,False,False,True,,,,,2022,-0.3294084822245302,-0.9441875088341994,2022,0.06021327736579302,-0.9981855344718586,2022,-0.4405187843504952,-0.8977433935342336,2022,-0.7236440382959123,0.690173388242972,2023,0.06880242680231986,0.9976303053065857,400
Vaishali,Mahua,4,4,4,Manual_PuddledRandom,1.0,1.0,Boring,Electric,240.0,1.0,,1.0,SoilApplied,3,4.0,4.0,Broadcasting,4.0,30.0,4.0,50.0,Broadcasting,hand,200.0,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,-0.11165900712169444,-0.9937465804361781,2022,-0.14579919691987442,-0.9893142039703664,2022,-0.655156357209085,-0.7554933140726804,2022,-0.8214765533024145,0.5702422926917867,2022,-0.7694148268839381,0.6387494220515268,180
Nalanda,Rajgir,50,50,4,LineSowingAfterTillage,,3.0,Boring,Electric,,3.0,,,,2,10.0,5.0,Broadcasting,10.0,35.0,,,Broadcasting,machine,,hand,28,40,plowed_in_soil,0.15625,False,False,True,False,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,True,2022,0.19667288979357647,-0.980469160361632,2022,0.16280701293851715,-0.986657932891657,2022,-0.2636654927280072,-0.9646141756912435,2022,-0.4937755501599774,0.8695893893466109,2022,-0.4635502709028512,0.8860706215341377,280
Jamui,Jamui,20,10,4,Manual_PuddledRandom,4.0,4.0,Boring,Electric,400.0,1.0,5.0,,Broadcasting,2,17.0,17.0,Broadcasting,8.0,8.0,,,Broadcasting,hand,200.0,machine,27,10,plowed_in_soil,0.2272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,0.008606996888688698,-0.9999629591162655,2022,-0.060213277365792774,-0.9981855344718586,2022,-0.655156357209085,-0.7554933140726804,2022,-0.7116566222817751,0.7025274741691566,2023,0.7116566222817746,0.702527474169157,400
Nalanda,Rajgir,40,35,5,Manual_PuddledRandom,1.0,4.0,Boring,Electric,200.0,4.0,12.0,,SoilApplied,2,12.0,,Broadcasting,12.0,24.0,,,Broadcasting,hand,560.0,machine,25,10,plowed_in_soil,0.25,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,-0.07738647923346322,-0.9970011699250151,2022,0.28023067519921585,-0.9599326896597447,2022,-0.12874817745258066,-0.99167731989929,2022,-0.6486295610349818,0.7611042586607742,2023,0.9209712877166346,0.38963044953078796,560
Nalanda,Noorsarai,50,50,4,Manual_PuddledRandom,1.0,2.0,Boring,Electric,120.0,3.0,,,,2,,6.0,Broadcasting,12.0,32.0,,,Broadcasting,hand,300.0,machine,26,10,plowed_in_soil,0.1875,True,False,True,False,True,False,False,True,True,False,False,True,,,,,,False,False,False,False,True,False,False,False,True,2022,-0.14579919691987442,-0.9893142039703664,2022,0.12874817745258132,-0.99167731989929,2022,-0.23030567023061196,-0.973118337233262,2022,-0.8996308696522434,0.4366512319560638,2023,0.03442161162274574,0.9994074007397048,480
Nalanda,Rajgir,40,30,6,Manual_PuddledRandom,2.0,5.0,Boring,Electric,180.0,4.0,3.0,,SoilApplied,2,8.0,,SoilApplied,16.0,16.0,,,Broadcasting,hand,600.0,machine,25,10,plowed_in_soil,0.25,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,-0.24702218048093527,-0.9690098257244063,2022,0.06021327736579302,-0.9981855344718586,2022,-0.2636654927280072,-0.9646141756912435,2022,-0.661634618242279,0.749826401204568,2023,0.1202080448993527,0.9927487224577402,1100
Vaishali,Chehrakala,10,5,1,Manual_PuddledRandom,1.0,4.0,Boring,Diesel,800.0,1.0,,,,2,8.0,8.0,Broadcasting,10.0,10.0,,,Broadcasting,hand,200.0,machine,25,10,plowed_in_soil,0.1818181818181818,True,False,True,False,True,False,True,False,True,False,True,False,,,,,,False,False,False,False,True,False,False,False,True,2022,-0.4093559588156211,-0.9123747579707274,2022,-0.060213277365792774,-0.9981855344718586,2022,-0.5012418134457756,-0.8653072543632061,2022,-0.9455963874271428,0.3253420847119795,2022,-0.8758917051442433,0.48250774176121763,300
Vaishali,Mahua,15,10,5,Manual_PuddledRandom,2.0,2.0,Boring,Diesel,400.0,2.0,,1.0,Broadcasting,3,,,Broadcasting,8.0,25.0,8.0,60.0,Broadcasting,hand,800.0,hand,30,10,plowed_in_soil,0.1818181818181818,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2022,0.3777079652039649,-0.9259247771938498,2022,0.29671281927349075,-0.9549667548552551,2022,-0.2802306751992161,-0.9599326896597445,2022,-0.9455963874271428,0.3253420847119795,2022,-0.8919813464595487,0.45207220393230374,8
Vaishali,Mahua,6,2,4,Manual_PuddledRandom,1.0,1.0,Boring,Electric,200.0,1.0,1.0,,SoilApplied,3,6.0,,Broadcasting,6.0,25.0,4.0,60.0,Broadcasting,hand,400.0,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,0.11165900712169512,-0.993746580436178,2022,0.48627270710869,-0.8738071036110808,2022,-0.07738647923346322,-0.9970011699250151,2022,-0.8406184056344783,0.5416278206559811,2022,-0.6744436188329457,0.7383263540031063,140
Jamui,Jamui,20,13,4,Manual_PuddledRandom,4.0,4.0,Boring,Electric,400.0,1.0,5.0,,Broadcasting,2,18.0,18.0,Broadcasting,8.0,8.0,,,Broadcasting,hand,250.0,machine,27,10,plowed_in_soil,0.2272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,-0.11165900712169444,-0.9937465804361781,2022,-0.2967128192734901,-0.9549667548552553,2022,-0.7412220108485957,-0.6712599575675315,2022,-0.5086709438521042,0.8609610158889945,2023,0.47873384011578846,0.8779600847008882,450
Jamui,Jamui,5,5,4,Manual_PuddledRandom,14.0,7.0,Boring,Electric,700.0,3.0,,,,2,14.0,14.0,Broadcasting,14.0,28.0,,,Broadcasting,hand,400.0,machine,28,10,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,,,,,,False,False,False,False,True,False,False,False,True,2022,-0.4093559588156211,-0.9123747579707274,2022,0.12874817745258132,-0.99167731989929,2022,-0.4862727071086902,-0.8738071036110807,2022,-0.7469720876965551,0.6648553979642867,2022,-0.154308820664281,0.9880226656636976,329
