District,Block,CultLand,CropCultLand,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea,Yield
Nalanda,Rajgir,32.0,30.0,2022-07-10,5.0,Manual_PuddledRandom,2022-06-14,2022-07-11,2.0,5.0,Boring,Electric,150.0,4.0,1.0,,SoilApplied,2.0,22.0,15.0,Broadcasting,30.0,40.0,,,Broadcasting,hand,2022-11-25,1200.0,2022-12-23,machine,24.0,10.0,plowed_in_soil,0.46875,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1240.0
Nalanda,Rajgir,50.0,40.0,2022-07-14,5.0,Manual_PuddledRandom,2022-06-30,2022-07-15,2.0,8.0,Boring,Electric,225.0,4.0,1.0,,SoilApplied,2.0,15.0,15.0,Broadcasting,15.0,43.0,,,Broadcasting,hand,2022-11-23,1500.0,2022-12-21,machine,25.0,10.0,plowed_in_soil,0.46875,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,680.0
Nalanda,Noorsarai,80.0,70.0,2022-07-15,5.0,Manual_PuddledRandom,2022-06-25,2022-07-16,2.0,20.0,Boring,Electric,160.0,5.0,1.0,,Broadcasting,2.0,,16.0,Broadcasting,,,,,Broadcasting,hand,2022-11-26,90.0,2022-12-13,machine,25.0,10.0,plowed_in_soil,0.5185185185185185,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1440.0
Nalanda,Rajgir,45.0,45.0,2022-07-13,5.0,Manual_PuddledRandom,2022-06-30,2022-07-15,2.0,,Rainfed,,,,,,,2.0,5.0,,Broadcasting,10.0,45.0,,,Broadcasting,hand,2022-11-10,900.0,2022-12-02,machine,25.0,10.0,plowed_in_soil,0.3125,True,False,True,False,True,True,True,True,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True,656.0
Gaya,Gurua,30.0,30.0,2022-07-18,4.0,Manual_PuddledRandom,2022-06-22,2022-07-21,2.0,4.0,Boring,Electric,140.0,2.0,,,,2.0,6.0,,Broadcasting,6.0,22.0,,,Broadcasting,hand,2022-11-18,120.0,2022-12-22,hand,30.0,10.0,plowed_in_soil,0.2222222222222222,True,False,True,False,True,False,True,False,True,False,True,True,,,,,,False,False,False,False,False,False,False,False,True,405.0
Nalanda,Rajgir,32.0,32.0,2022-06-25,5.0,Manual_PuddledRandom,2022-06-26,2022-07-28,2.0,7.0,Boring,Electric,,,,,,2.0,30.0,45.0,Broadcasting,22.0,25.0,,,Broadcasting,hand,2022-11-30,1500.0,2022-12-03,machine,25.0,10.0,plowed_in_soil,0.46875,True,False,True,True,True,True,True,True,False,False,True,True,,,,,,False,False,False,False,True,False,False,False,True,780.0
Nalanda,Rajgir,40.0,40.0,2022-07-07,5.0,Manual_PuddledRandom,2022-06-15,2022-07-08,2.0,3.0,Boring,Electric,360.0,4.0,1.0,,SoilApplied,2.0,15.0,,SoilApplied,15.0,45.0,,,Broadcasting,hand,2022-11-11,1200.0,2022-11-26,machine,25.0,10.0,plowed_in_soil,0.3125,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,455.0
Nalanda,Rajgir,30.0,30.0,2022-07-15,6.0,Manual_PuddledRandom,2022-06-17,2022-07-17,2.0,5.0,Boring,Electric,170.0,3.0,1.0,,SoilApplied,2.0,,,Broadcasting,7.0,45.0,,,Broadcasting,hand,2022-11-25,490.0,2022-12-23,machine,25.0,10.0,plowed_in_soil,0.21875,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,210.0
Nalanda,Rajgir,100.0,100.0,2022-07-05,4.0,Manual_PuddledRandom,2022-06-26,2022-07-08,2.0,10.0,Boring,Electric,,9.0,,,,2.0,,20.0,Broadcasting,40.0,40.0,,,Broadcasting,hand,2022-11-09,1500.0,2022-12-24,machine,24.0,10.0,plowed_in_soil,0.625,True,False,True,True,True,True,True,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True,560.0
Gaya,Wazirganj,16.0,15.0,2022-07-01,4.0,Manual_PuddledRandom,2022-07-05,2022-07-30,2.0,4.0,Boring,Electric,98.0,6.0,1.0,,SoilApplied,2.0,3.0,3.0,Broadcasting,6.0,25.0,,,Broadcasting,hand,2022-11-04,300.0,2022-12-20,machine,26.0,10.0,plowed_in_soil,0.1481481481481481,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,350.0
Jamui,Jamui,10.0,5.0,2022-07-02,4.0,Manual_PuddledRandom,2022-07-06,2022-08-04,3.0,2.0,Boring,Electric,300.0,1.0,4.0,,Broadcasting,2.0,3.0,3.0,Broadcasting,3.0,30.0,,,Broadcasting,hand,2022-11-08,300.0,2023-01-31,machine,26.0,10.0,plowed_in_soil,0.1363636363636364,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,280.0
Nalanda,Rajgir,30.0,30.0,2022-07-07,5.0,Manual_PuddledRandom,2022-06-22,2022-07-11,1.0,5.0,Boring,Electric,150.0,2.0,600.0,,Broadcasting,2.0,6.0,,Broadcasting,10.0,23.0,,,Broadcasting,hand,2022-11-18,600.0,2022-12-23,hand,25.0,10.0,plowed_in_soil,0.1875,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,270.0
Nalanda,Rajgir,30.0,30.0,2022-07-15,3.0,Manual_PuddledRandom,2022-06-19,2022-07-17,3.0,,,,,5.0,1.0,,Broadcasting,2.0,8.0,6.0,Broadcasting,12.0,38.0,,,Broadcasting,hand,2022-11-09,100.0,2022-11-13,machine,28.0,10.0,plowed_in_soil,0.28125,True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,500.0
Gaya,Gurua,30.0,30.0,2022-07-12,5.0,Manual_PuddledRandom,2022-06-23,2022-07-14,2.0,5.0,Boring,Electric,160.0,3.0,1.0,,SoilApplied,2.0,8.0,,Broadcasting,12.0,23.0,,,Broadcasting,hand,2022-11-30,120.0,2022-12-15,hand,25.0,10.0,plowed_in_soil,0.2962962962962963,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,580.0
Vaishali,Chehrakala,20.0,5.0,2022-07-15,5.0,Manual_PuddledRandom,2022-06-25,2022-07-16,2.0,2.0,Boring,Diesel,200.0,2.0,1.0,,SoilApplied,1.0,10.0,10.0,Broadcasting,,,,,,hand,2022-10-20,200.0,2022-10-25,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,,,,,200.0
Jamui,Jamui,25.0,20.0,2022-07-06,4.0,Manual_PuddledRandom,2022-07-05,2022-08-02,3.0,6.0,Boring,Electric,600.0,1.0,3.0,,Broadcasting,2.0,15.0,15.0,Broadcasting,10.0,10.0,,,Broadcasting,hand,2022-11-29,90.0,2023-01-14,machine,26.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,500.0
Nalanda,Rajgir,40.0,32.0,2022-07-16,6.0,Manual_PuddledRandom,2022-06-25,2022-07-18,2.0,4.0,Boring,Electric,200.0,4.0,12.0,,SoilApplied,2.0,12.0,,Broadcasting,14.0,28.0,,,Broadcasting,hand,2022-12-10,560.0,2023-03-10,machine,24.0,10.0,plowed_in_soil,0.25,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,560.0
Gaya,Gurua,10.0,10.0,2022-07-16,6.0,Manual_PuddledRandom,2022-06-20,2022-07-19,2.0,2.0,Boring,Electric,100.0,2.0,,,,2.0,5.0,,Broadcasting,6.0,46.0,,,Broadcasting,hand,2022-11-01,600.0,2022-11-10,hand,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,True,False,True,False,False,False,True,False,True,True,,,,,,False,False,False,False,False,False,False,False,True,260.0
Jamui,Khaira,10.0,10.0,2022-07-06,5.0,Manual_PuddledRandom,2022-06-25,2022-07-28,4.0,2.0,Canal,Electric,100.0,9.0,,,,1.0,4.0,4.0,Broadcasting,,,,,,hand,2022-11-23,200.0,2022-12-28,machine,28.0,10.0,plowed_in_soil,0.1363636363636364,False,False,True,False,True,True,True,False,True,True,True,True,,,,,,False,False,False,False,True,,,,,180.0
Vaishali,Garoul,20.0,20.0,2022-07-11,6.0,Manual_PuddledRandom,2022-06-11,2022-07-14,2.0,3.0,Boring,Diesel,,,,15.0,SoilApplied,2.0,20.0,,SoilApplied,15.0,30.0,,,Broadcasting,hand,2022-10-17,1000.0,2022-10-28,hand,28.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,400.0
Gaya,Gurua,50.0,50.0,2022-07-04,5.0,Manual_PuddledRandom,2022-06-28,2022-07-06,3.0,1.0,Boring,Electric,100.0,2.0,1.0,,Broadcasting,2.0,5.0,5.0,Broadcasting,5.0,45.0,,,Broadcasting,hand,2022-11-01,120.0,2022-11-01,hand,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,532.0
Nalanda,Rajgir,18.0,12.0,2022-07-16,5.0,Manual_PuddledRandom,2022-06-28,2022-07-19,1.0,5.0,Boring,Electric,150.0,3.0,1.0,,SoilApplied,2.0,5.0,5.0,Broadcasting,15.0,20.0,,,Broadcasting,hand,2022-11-06,500.0,2022-12-22,machine,25.0,10.0,plowed_in_soil,0.3125,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,550.0
Gaya,Wazirganj,20.0,15.0,2022-07-24,5.0,Manual_PuddledRandom,2022-06-20,2022-07-30,2.0,5.0,Canal,Diesel,100.0,2.0,,,,2.0,15.0,15.0,Broadcasting,10.0,45.0,,,Broadcasting,hand,2022-10-25,100.0,2022-11-30,hand,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,True,False,True,False,True,False,True,False,True,True,,,,,,False,False,False,False,True,False,False,False,True,400.0
Vaishali,Mahua,10.0,5.0,2022-06-12,5.0,Manual_PuddledRandom,2022-06-10,2022-07-11,1.0,2.0,Boring,Electric,400.0,1.0,,2.0,SoilApplied,2.0,3.0,4.0,Broadcasting,4.0,22.0,,,Broadcasting,hand,2022-10-22,900.0,2022-10-25,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,650.0
Vaishali,Chehrakala,30.0,15.0,2022-07-26,4.0,Manual_PuddledRandom,2022-07-05,2022-07-30,2.0,3.0,Boring,Electric,300.0,3.0,,4.0,SoilApplied,3.0,10.0,,Broadcasting,6.0,26.0,10.0,30.0,Broadcasting,hand,2022-11-05,300.0,2022-11-14,hand,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,290.0
Jamui,Khaira,48.0,40.0,2022-07-23,4.0,Manual_PuddledLine,2022-07-02,2022-07-26,2.0,3.0,Boring,Diesel,300.0,5.0,,3.0,Broadcasting,3.0,15.0,,Broadcasting,15.0,25.0,15.0,65.0,Broadcasting,hand,2022-12-01,1500.0,2022-12-23,hand,22.0,10.0,plowed_in_soil,0.6875,False,False,True,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1200.0
Jamui,Jamui,10.0,10.0,2022-07-21,3.0,Manual_PuddledRandom,2022-06-28,2022-08-02,12.0,5.0,Boring,Electric,500.0,2.0,,,,2.0,12.0,12.0,Broadcasting,12.0,30.0,,,Broadcasting,hand,2022-11-02,600.0,2022-12-16,machine,26.0,10.0,plowed_in_soil,0.2727272727272727,False,False,True,False,True,False,False,False,False,False,False,True,,,,,,False,False,False,False,True,False,False,False,True,480.0
Gaya,Wazirganj,18.0,18.0,2022-06-20,5.0,Manual_PuddledRandom,2022-06-27,2022-07-19,3.0,4.0,Boring,Electric,40.0,3.0,2.0,,Broadcasting,2.0,4.0,4.0,Broadcasting,8.0,25.0,,,Broadcasting,hand,2022-10-15,200.0,2022-11-24,machine,30.0,10.0,plowed_in_soil,0.1481481481481481,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,250.0
Vaishali,Mahua,10.0,10.0,2022-07-18,5.0,Manual_PuddledRandom,2022-06-30,2022-07-22,2.0,1.0,Canal,,,2.0,1.0,,SoilApplied,2.0,3.0,4.0,SoilApplied,4.0,30.0,,,Broadcasting,hand,2022-10-14,200.0,2022-10-29,hand,25.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,150.0
Nalanda,Rajgir,30.0,30.0,2022-07-19,6.0,Manual_PuddledRandom,2022-06-16,2022-07-24,1.0,5.0,Boring,Electric,100.0,5.0,1.0,,Broadcasting,2.0,10.0,10.0,Broadcasting,10.0,25.0,,,Broadcasting,hand,2022-11-18,600.0,2022-12-29,machine,25.0,10.0,plowed_in_soil,0.3125,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,800.0
Jamui,Khaira,10.0,10.0,2022-07-20,4.0,Manual_PuddledRandom,2022-07-05,2022-07-22,4.0,3.0,Boring,Electric,200.0,3.0,4.0,,SoilApplied,2.0,4.0,4.0,Broadcasting,4.0,4.0,,,Broadcasting,hand,2022-11-28,200.0,2022-12-15,machine,21.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,320.0
Jamui,Khaira,25.0,20.0,2022-07-27,4.0,Manual_PuddledRandom,2022-06-27,2022-08-04,4.0,8.0,Boring,Electric,400.0,1.0,,,,3.0,10.0,,Broadcasting,10.0,22.0,10.0,65.0,Broadcasting,hand,2022-11-10,200.0,2022-12-13,hand,22.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,False,False,False,True,True,,,,,,False,False,False,False,False,False,False,False,True,400.0
Vaishali,Mahua,10.0,8.0,2022-06-25,5.0,Manual_PuddledRandom,2022-06-03,2022-07-09,2.0,2.0,Boring,Diesel,800.0,2.0,,5.0,SoilApplied,3.0,25.0,,SoilApplied,8.0,40.0,8.0,65.0,Broadcasting,hand,2022-10-16,300.0,2022-10-28,hand,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,481.0
Nalanda,Rajgir,30.0,30.0,2022-07-14,6.0,Manual_PuddledRandom,2022-06-30,2022-07-16,2.0,2.0,Boring,Electric,90.0,5.0,500.0,,SoilApplied,2.0,5.0,,SoilApplied,5.0,23.0,,,RootApplication,hand,2022-11-05,350.0,2022-11-11,machine,25.0,10.0,plowed_in_soil,0.15625,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,390.0
Jamui,Jamui,20.0,20.0,2022-07-27,4.0,Manual_PuddledRandom,2022-06-19,2022-07-29,4.0,4.0,Boring,Electric,900.0,4.0,4.0,,Broadcasting,3.0,,,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-26,90.0,2023-02-03,hand,30.0,10.0,plowed_in_soil,0.3181818181818182,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,,,,,,False,False,False,True,680.0
Nalanda,Noorsarai,5.0,5.0,2022-07-17,4.0,Manual_PuddledRandom,2022-06-19,2022-07-21,1.0,2.0,Boring,Electric,100.0,1.0,,,,2.0,,10.0,Broadcasting,5.0,20.0,,,Broadcasting,hand,2022-11-04,90.0,2022-11-18,machine,25.0,10.0,plowed_in_soil,0.15625,False,False,True,False,True,False,False,True,True,True,False,True,,,,,,False,False,False,False,True,False,False,False,True,80.0
Gaya,Gurua,28.0,28.0,2022-07-22,4.0,Manual_PuddledRandom,2022-06-19,2022-07-22,2.0,6.0,Boring,Electric,300.0,3.0,1.0,,Broadcasting,2.0,16.0,,Broadcasting,12.0,45.0,,,Broadcasting,hand,2022-11-19,600.0,2022-12-17,machine,26.0,10.0,plowed_in_soil,0.2962962962962963,True,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,320.0
Jamui,Khaira,35.0,23.0,2022-07-24,4.0,Manual_PuddledRandom,2022-07-03,2022-07-30,1.0,2.0,Boring,Electric,250.0,2.0,,3.0,SoilApplied,3.0,13.0,,Broadcasting,12.0,23.0,12.0,65.0,Broadcasting,hand,2022-12-02,1000.0,2022-12-22,hand,22.0,10.0,plowed_in_soil,0.75,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1300.0
Vaishali,Mahua,5.0,5.0,2022-07-10,4.0,Manual_PuddledRandom,2022-06-11,2022-07-11,1.0,1.0,Boring,Electric,100.0,6.0,,1.0,SoilApplied,3.0,4.0,4.0,SoilApplied,4.0,25.0,4.0,65.0,Broadcasting,hand,2022-12-01,600.0,2022-12-22,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,160.0
Vaishali,Mahua,30.0,30.0,2022-07-26,6.0,Manual_PuddledRandom,2022-07-10,2022-08-03,2.0,10.0,Boring,Diesel,2500.0,1.0,,,SoilApplied,2.0,50.0,,SoilApplied,35.0,30.0,,,Broadcasting,hand,2022-10-27,2400.0,2022-12-15,hand,30.0,10.0,plowed_in_soil,0.9090909090909092,True,False,True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2500.0
Jamui,Jamui,15.0,15.0,2022-07-25,4.0,Manual_PuddledRandom,2022-06-28,2022-07-31,4.0,3.0,Boring,Electric,500.0,10.0,,,,2.0,,6.0,Broadcasting,6.0,30.0,,,Broadcasting,hand,2022-11-16,300.0,2023-02-12,machine,25.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,False,True,False,False,False,False,False,False,True,,,,,,False,False,False,False,True,False,False,False,True,250.0
Jamui,Jamui,15.0,15.0,2022-07-07,4.0,Manual_PuddledRandom,2022-07-19,2022-08-02,4.0,5.0,Boring,Electric,500.0,1.0,5.0,,Broadcasting,1.0,10.0,10.0,Broadcasting,,,,,,hand,2022-11-23,400.0,2023-01-27,machine,27.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,,,,850.0
Vaishali,Chehrakala,20.0,10.0,2022-06-10,3.0,Manual_PuddledRandom,2022-07-15,2022-07-15,2.0,350.0,Boring,Diesel,300.0,2.0,2.0,2.0,Broadcasting,3.0,15.0,,Broadcasting,15.0,15.0,10.0,30.0,Broadcasting,hand,2022-10-15,200.0,2022-10-25,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,450.0
Gaya,Gurua,40.0,40.0,2022-07-16,5.0,Manual_PuddledRandom,2022-06-21,2022-07-20,2.0,7.0,Boring,Electric,150.0,3.0,1.0,1.0,Broadcasting,2.0,15.0,15.0,Broadcasting,15.0,45.0,,,Broadcasting,hand,2022-11-30,840.0,2022-12-24,machine,30.0,10.0,plowed_in_soil,0.3703703703703703,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,740.0
Nalanda,Rajgir,30.0,30.0,2022-07-16,5.0,Manual_PuddledRandom,2022-07-02,2022-07-21,2.0,6.0,Boring,Electric,500.0,4.0,,10.0,SoilApplied,2.0,10.0,,Broadcasting,15.0,30.0,,,Broadcasting,hand,2022-11-25,600.0,2022-12-15,hand,22.0,10.0,plowed_in_soil,0.3125,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,525.0
Vaishali,Garoul,10.0,5.0,2022-06-10,6.0,Manual_PuddledRandom,2022-06-11,2022-07-13,2.0,2.0,Boring,Electric,150.0,2.0,50.0,,SoilApplied,2.0,6.0,,SoilApplied,10.0,25.0,,,Broadcasting,hand,2022-11-04,150.0,2022-11-12,hand,28.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,415.0
Jamui,Jamui,7.0,7.0,2022-07-13,4.0,Manual_PuddledRandom,2022-06-18,2022-07-14,5.0,5.0,Boring,Electric,500.0,3.0,4.0,,Broadcasting,3.0,,,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-26,90.0,2023-01-30,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,True,False,False,False,True,400.0
Jamui,Khaira,10.0,5.0,2022-07-23,4.0,Manual_PuddledRandom,2022-07-03,2022-08-02,2.0,1.0,Boring,Electric,150.0,1.0,,,,2.0,3.0,6.0,Broadcasting,6.0,22.0,,,Broadcasting,hand,2022-11-06,600.0,2022-12-22,hand,25.0,10.0,plowed_in_soil,0.1363636363636364,False,False,True,False,True,True,False,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True,180.0
Vaishali,Mahua,10.0,10.0,2022-07-05,4.0,Manual_PuddledRandom,2022-06-28,2022-07-10,1.0,5.0,Boring,Electric,100.0,2.0,2.0,,SoilApplied,2.0,2.0,,Broadcasting,9.0,25.0,,,Broadcasting,hand,2022-11-02,350.0,2022-11-12,machine,28.0,10.0,plowed_in_soil,0.2727272727272727,False,False,True,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,480.0
Gaya,Gurua,10.0,10.0,2022-07-19,8.0,Manual_PuddledRandom,2022-06-30,2022-07-23,2.0,2.0,Boring,Electric,200.0,2.0,,,,2.0,4.0,,Broadcasting,5.0,31.0,,,Broadcasting,hand,2022-11-02,100.0,2022-12-31,machine,25.0,10.0,plowed_in_soil,0.074074074074074,True,False,True,False,True,False,True,True,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True,160.0
Vaishali,Chehrakala,15.0,10.0,2022-07-22,3.0,Manual_PuddledRandom,2022-07-09,2022-08-06,2.0,3.0,Boring,Electric,,2.0,,1.0,SoilApplied,2.0,10.0,,Broadcasting,10.0,25.0,,,Broadcasting,hand,2022-10-20,200.0,2022-10-27,hand,25.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1000.0
Jamui,Khaira,20.0,20.0,2022-07-26,4.0,Manual_PuddledRandom,2022-06-30,2022-08-03,4.0,3.0,Boring,Electric,,3.0,,,,3.0,10.0,20.0,Broadcasting,10.0,25.0,20.0,60.0,Broadcasting,hand,2022-11-05,100.0,2022-12-10,hand,28.0,10.0,plowed_in_soil,0.9090909090909092,False,False,True,False,False,True,False,False,False,False,True,True,,,,,,False,False,False,False,True,False,False,False,True,1600.0
Jamui,Jamui,5.0,5.0,2022-07-04,2.0,Manual_PuddledRandom,2022-07-11,2022-08-02,4.0,15.0,Boring,Electric,2000.0,1.0,4.0,,Broadcasting,2.0,10.0,15.0,Broadcasting,15.0,15.0,,,Broadcasting,hand,2022-11-10,300.0,2023-01-06,machine,26.0,10.0,plowed_in_soil,0.9090909090909092,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1600.0
Nalanda,Rajgir,40.0,30.0,2022-07-20,6.0,LineSowingAfterTillage,2022-07-02,2022-07-24,,6.0,Boring,Electric,240.0,4.0,1.0,,SoilApplied,2.0,19.0,19.0,Broadcasting,19.0,29.0,,,Broadcasting,hand,2022-11-25,720.0,2022-12-01,machine,27.0,10.0,plowed_in_soil,0.4375,False,False,True,False,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1280.0
Nalanda,Noorsarai,48.0,48.0,2022-06-25,4.0,Manual_PuddledRandom,2022-06-28,2022-07-25,2.0,4.0,Boring,Electric,150.0,7.0,,,,1.0,,15.0,Broadcasting,,,,,,hand,2022-10-20,1200.0,2023-01-12,machine,25.0,10.0,plowed_in_soil,0.34375,False,False,True,False,True,False,True,False,True,False,True,True,,,,,,False,False,False,False,True,,,,,900.0
Nalanda,Rajgir,28.0,26.0,2022-07-16,5.0,Manual_PuddledRandom,2022-06-25,2022-07-17,1.0,3.0,Boring,Electric,150.0,2.0,8.0,,SoilApplied,2.0,6.0,,SoilApplied,9.0,23.0,,,Broadcasting,hand,2022-11-20,400.0,2023-01-28,machine,25.0,10.0,plowed_in_soil,0.15625,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,320.0
Nalanda,Noorsarai,30.0,30.0,2022-07-05,5.0,Manual_PuddledRandom,2022-06-16,2022-07-10,1.0,1.0,Boring,Electric,200.0,2.0,,,,2.0,,10.0,Broadcasting,5.0,20.0,,,Broadcasting,hand,2022-11-05,250.0,2022-11-15,machine,30.0,10.0,plowed_in_soil,0.15625,True,False,True,False,True,False,False,False,False,False,False,False,,,,,,False,False,False,False,True,False,False,False,True,250.0
Vaishali,Chehrakala,10.0,10.0,2022-07-08,4.0,Manual_PuddledRandom,2022-06-20,2022-08-23,2.0,3.0,Boring,Electric,600.0,2.0,,,,2.0,15.0,,Broadcasting,15.0,30.0,,,Broadcasting,hand,2022-11-02,500.0,2022-11-12,hand,30.0,10.0,plowed_in_soil,0.2727272727272727,True,False,True,False,True,False,False,True,True,True,False,True,,,,,,False,False,False,False,False,False,False,False,True,500.0
