District,Block,CultLand,CropCultLand,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea,Yield
Jamui,Khaira,20.0,20.0,2022-07-21,3.0,Manual_PuddledRandom,2022-06-30,2022-07-27,3.0,2.0,Boring,Electric,275.0,9.0,3.0,2.0,Broadcasting,1.0,8.0,12.0,Broadcasting,5.0,1.0,7.0,85.0,placeholder,hand,2022-11-20,100.0,2022-12-19,machine,28.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,placeholder,placeholder,placeholder,600
Jamui,Jamui,20.0,15.0,2022-07-17,4.0,Manual_PuddledRandom,2022-07-04,2022-08-17,4.0,10.0,Boring,Electric,900.0,1.0,5.0,1.0,Broadcasting,2.0,25.0,25.0,Broadcasting,20.0,20.0,10.0,10.0,Broadcasting,hand,2022-11-03,500.0,2023-01-12,machine,26.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,800
Jamui,Jamui,9.0,9.0,2022-07-25,4.0,Manual_PuddledRandom,2022-06-24,2022-07-28,8.0,4.0,Boring,Electric,400.0,2.0,3.0,30.0,placeholder,2.0,8.0,8.0,Broadcasting,8.0,30.0,6.0,40.0,Broadcasting,hand,2022-11-20,400.0,2022-12-19,machine,28.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,placeholder,placeholder,False,False,False,False,True,False,False,False,True,424
Nalanda,Rajgir,30.0,30.0,2022-07-15,6.0,Manual_PuddledRandom,2022-06-22,2022-07-17,1.0,4.0,Boring,Electric,175.0,2.0,15.0,19.0,SoilApplied,2.0,10.0,,Broadcasting,10.0,25.0,6.0,51.5655,Broadcasting,hand,2022-11-25,490.0,2023-03-16,machine,25.0,10.0,plowed_in_soil,0.21875,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,420
Nalanda,Noorsarai,70.0,50.0,2022-07-15,5.0,Manual_PuddledRandom,2022-06-24,2022-07-16,2.0,5.0,Boring,Electric,200.0,2.0,35.0,10.0,SoilApplied,2.0,10.0,20.0,Broadcasting,20.0,19.0,15.0,63.2148752,Broadcasting,machine,2022-11-16,1500.0,2022-11-16,machine,25.0,40.0,plowed_in_soil,0.3125,True,False,True,False,True,False,False,True,True,True,True,True,False,False,placeholder,False,placeholder,False,False,False,False,True,False,False,False,True,640
Vaishali,Mahua,3.0,2.0,2022-07-07,5.0,Manual_PuddledRandom,2022-06-15,2022-07-10,2.0,1.0,Boring,Diesel,100.0,2.0,550.0,3.0,SoilApplied,3.0,12.0,3.0,SoilApplied,6.0,30.0,8.0,60.0,Broadcasting,hand,2022-10-15,400.0,2022-10-25,hand,28.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,150
Nalanda,Noorsarai,10.0,10.0,2022-07-04,4.0,Manual_PuddledRandom,2022-06-16,2022-07-06,2.0,2.0,Boring,Electric,250.0,3.0,10.0,28.0,SoilApplied,2.0,10.0,8.0,SoilApplied,20.0,10.0,7.0,7.0,Broadcasting,hand,2022-10-31,800.0,2022-12-05,machine,24.0,10.0,plowed_in_soil,0.3125,False,False,True,False,False,False,False,False,True,False,False,True,True,False,placeholder,placeholder,False,False,False,False,False,False,False,False,False,True,3400
Jamui,Khaira,20.0,20.0,2022-07-28,3.0,Manual_PuddledRandom,2022-07-02,2022-08-03,4.0,2.0,Canal,placeholder,210.0,11.0,250.0,2.0,Broadcasting,1.0,8.0,12.0,Broadcasting,10.0,1.0,7.0,55.0,placeholder,hand,2022-11-10,100.0,2023-01-12,machine,29.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,False,True,True,False,False,placeholder,False,False,False,False,False,False,True,placeholder,placeholder,placeholder,placeholder,400
Jamui,Jamui,9.0,9.0,2022-08-11,4.0,Manual_PuddledRandom,2022-07-17,2022-08-12,5.0,3.0,Boring,Electric,300.0,3.0,1.0,1.0,Broadcasting,2.0,10.0,5.0,Broadcasting,5.0,30.0,5.0,45.0,Broadcasting,hand,2022-11-09,300.0,2023-01-10,machine,25.0,10.0,plowed_in_soil,0.1363636363636364,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,placeholder,placeholder,False,False,False,False,True,False,False,False,True,235
Jamui,Jamui,30.0,30.0,2022-07-29,4.0,Manual_PuddledRandom,2022-06-18,2022-08-02,4.0,5.0,Boring,Electric,1000.0,3.0,5.0,5.0,Broadcasting,3.0,42.0,2.0,Broadcasting,2.0,30.0,2.0,60.0,Broadcasting,hand,2022-11-21,80.0,2023-01-04,hand,28.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,placeholder,placeholder,placeholder,placeholder,placeholder,False,False,False,True,900
Nalanda,Rajgir,20.0,20.0,2022-07-08,5.0,Manual_PuddledRandom,2022-06-26,2022-07-15,2.0,5.0,Boring,Electric,150.0,5.0,1.0,1.0,SoilApplied,2.0,20.0,15.0,Broadcasting,1.0,45.0,15.0,51.0,Broadcasting,hand,2022-11-22,900.0,2022-12-15,machine,24.0,10.0,plowed_in_soil,0.3125,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,500
Jamui,Jamui,20.0,20.0,2022-07-19,4.0,Manual_PuddledRandom,2022-06-16,2022-07-25,5.0,2.0,Boring,Electric,500.0,3.0,2.0,3.0,Broadcasting,2.0,5.0,2.0,Broadcasting,2.0,1.0,3.0,64.0,Broadcasting,hand,2022-11-28,90.0,2023-02-13,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,placeholder,placeholder,placeholder,placeholder,placeholder,False,False,False,True,440
Vaishali,Mahua,6.0,6.0,2022-06-05,6.0,Manual_PuddledRandom,2022-06-08,2022-07-18,2.0,250.0,Boring,Diesel,500.0,2.0,242505555.0,1.0,Broadcasting,3.0,1.0,4.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-15,400.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,4
Nalanda,Noorsarai,35.0,30.0,2022-07-12,5.0,Manual_PuddledRandom,2022-06-20,2022-07-27,1.0,5.0,Boring,Electric,100.0,8.0,100.0,1.0,Broadcasting,1.0,30.0,20.0,Broadcasting,20.0,20.0,9.0,6.0,placeholder,hand,2022-10-25,1000.0,2022-11-10,machine,25.0,10.0,plowed_in_soil,0.3125,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,placeholder,placeholder,placeholder,placeholder,600
Gaya,Wazirganj,10.0,10.0,2022-07-21,4.0,Manual_PuddledRandom,2022-06-29,2022-07-22,3.0,4.0,Boring,Electric,50.0,3.0,30045221851552.0,3.0,SoilApplied,2.0,5.0,5.0,Broadcasting,10.0,25.0,10.0,51.0,Broadcasting,hand,2022-11-05,100.0,2022-11-20,machine,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,410
Gaya,Wazirganj,13.0,7.0,2022-07-01,4.0,Manual_PuddledRandom,2022-06-20,2022-07-22,2.0,4.0,Boring,Electric,95.0,6.0,3.0,474.3,Broadcasting,2.0,3.0,3.0,Broadcasting,3.0,34.0,4.0,7268.0,Broadcasting,hand,2022-10-31,200.0,2022-11-30,machine,23.0,10.0,plowed_in_soil,0.1111111111111111,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,207
Jamui,Khaira,15.0,15.0,2022-07-21,3.0,Manual_PuddledRandom,2022-06-28,2022-07-28,3.0,2.0,Canal,Electric,900.0,9.0,9.0,2.0,Broadcasting,1.0,8.0,10.0,Broadcasting,10.0,2.0,5.0,62.0,placeholder,hand,2022-11-14,100.0,2023-01-04,machine,26.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,False,True,True,placeholder,False,False,placeholder,placeholder,False,False,False,False,True,placeholder,False,placeholder,placeholder,400
Vaishali,Mahua,4.0,4.0,2022-07-08,4.0,Manual_PuddledRandom,2022-07-10,2022-08-12,1.0,1.0,Boring,Electric,240.0,1.0,1.0,1.0,SoilApplied,3.0,4.0,4.0,Broadcasting,4.0,30.0,4.0,50.0,Broadcasting,hand,2022-11-05,200.0,2022-11-10,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,180
Nalanda,Rajgir,50.0,50.0,2022-06-20,4.0,LineSowingAfterTillage,2022-06-22,2022-07-17,3.0,3.0,Boring,Electric,300.0,3.0,8.0,4.0,Broadcasting,2.0,10.0,5.0,Broadcasting,10.0,35.0,13.156152592104364,581343.08125,Broadcasting,machine,2022-12-01,100.0,2022-12-03,hand,28.0,40.0,plowed_in_soil,0.15625,False,False,True,False,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,False,False,placeholder,False,False,False,False,False,True,False,False,False,True,280
Jamui,Jamui,20.0,10.0,2022-07-01,4.0,Manual_PuddledRandom,2022-07-05,2022-08-12,4.0,4.0,Boring,Electric,400.0,1.0,5.0,4.0,Broadcasting,2.0,17.0,17.0,Broadcasting,8.0,8.0,5.0,65.0,Broadcasting,hand,2022-11-15,200.0,2023-02-15,machine,27.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,400
Nalanda,Rajgir,40.0,35.0,2022-07-06,5.0,Manual_PuddledRandom,2022-06-15,2022-07-09,1.0,4.0,Boring,Electric,200.0,4.0,12.0,19.0,SoilApplied,2.0,12.0,,Broadcasting,12.0,24.0,14.0,64.0,Broadcasting,hand,2022-11-20,560.0,2023-03-09,machine,25.0,10.0,plowed_in_soil,0.25,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,560
Nalanda,Noorsarai,50.0,50.0,2022-07-10,4.0,Manual_PuddledRandom,2022-06-24,2022-07-15,1.0,2.0,Boring,Electric,120.0,3.0,1.0,12.0,SoilApplied,2.0,12.0,6.0,Broadcasting,12.0,32.0,8.0,8.0,Broadcasting,hand,2022-10-27,300.0,2023-01-02,machine,26.0,10.0,plowed_in_soil,0.1875,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,placeholder,False,False,False,False,False,True,False,False,False,True,480
Nalanda,Rajgir,40.0,30.0,2022-07-16,6.0,Manual_PuddledRandom,2022-06-28,2022-07-17,2.0,5.0,Boring,Electric,180.0,4.0,3.0,30.0,SoilApplied,2.0,8.0,10.0,SoilApplied,16.0,16.0,3.0,6.0,Broadcasting,hand,2022-11-19,600.0,2023-01-07,machine,25.0,10.0,plowed_in_soil,0.25,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1100
Vaishali,Chehrakala,10.0,5.0,2022-07-26,1.0,Manual_PuddledRandom,2022-07-05,2022-08-01,1.0,4.0,Boring,Diesel,800.0,1.0,2.0,2.0,SoilApplied,2.0,8.0,8.0,Broadcasting,10.0,10.0,10.0,1031.0,Broadcasting,hand,2022-10-20,200.0,2022-10-30,machine,25.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,300
Vaishali,Mahua,15.0,10.0,2022-06-09,5.0,Manual_PuddledRandom,2022-06-14,2022-07-18,2.0,2.0,Boring,Diesel,400.0,2.0,60.0,1.0,Broadcasting,3.0,3.0,2.0,Broadcasting,8.0,25.0,8.0,60.0,Broadcasting,hand,2022-10-20,800.0,2022-10-28,hand,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,8
Vaishali,Mahua,6.0,2.0,2022-06-25,4.0,Manual_PuddledRandom,2022-06-02,2022-07-06,1.0,1.0,Boring,Electric,200.0,1.0,1.0,3.0,SoilApplied,3.0,6.0,3.0,Broadcasting,6.0,25.0,4.0,60.0,Broadcasting,hand,2022-11-03,400.0,2022-11-18,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,140
Jamui,Jamui,20.0,13.0,2022-07-08,4.0,Manual_PuddledRandom,2022-07-19,2022-08-19,4.0,4.0,Boring,Electric,400.0,1.0,5.0,107400.0,Broadcasting,2.0,18.0,18.0,Broadcasting,8.0,8.0,6.0,40.0,Broadcasting,hand,2022-11-30,250.0,2023-01-29,machine,27.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,450
Jamui,Jamui,5.0,5.0,2022-07-26,4.0,Manual_PuddledRandom,2022-06-24,2022-07-31,14.0,7.0,Boring,Electric,700.0,3.0,26.0,1943281074.0,placeholder,2.0,14.0,14.0,Broadcasting,14.0,28.0,980.0,963.0,Broadcasting,hand,2022-11-12,400.0,2022-12-22,machine,28.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,placeholder,False,False,placeholder,placeholder,False,False,False,False,True,False,False,False,True,329
Jamui,Khaira,45.0,45.0,2022-07-23,4.0,Manual_PuddledRandom,2022-07-05,2022-07-28,4.0,3.0,Canal,placeholder,300.0,5.0,1.0,3.0,SoilApplied,3.0,10.0,5.0,Broadcasting,10.0,28.0,7.0,65.0,Broadcasting,hand,2022-11-08,150.0,2022-12-15,machine,28.0,10.0,plowed_in_soil,0.3181818181818182,False,False,True,False,True,True,False,True,True,True,True,True,placeholder,False,False,placeholder,False,False,False,False,False,False,False,False,False,True,560
Jamui,Jamui,25.0,25.0,2022-07-27,4.0,Manual_PuddledRandom,2022-06-20,2022-08-03,4.0,4.0,Boring,Electric,800.0,3.0,4.0,4.0,Broadcasting,3.0,25.0,0.3636363636363636,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-24,90.0,2023-01-19,hand,29.0,10.0,plowed_in_soil,0.3636363636363636,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,placeholder,placeholder,placeholder,placeholder,placeholder,False,False,False,True,640
Nalanda,Rajgir,57.0,40.0,2022-07-18,6.0,LineSowingAfterTillage,2022-07-03,2022-07-22,2.0,5.0,Boring,Electric,250.0,4.0,15.0,19.0,SoilApplied,2.0,10.0,20.0,Broadcasting,20.0,25.0,11.0,56.0,Broadcasting,hand,2022-11-27,250.0,2022-12-12,machine,25.0,10.0,plowed_in_soil,0.3125,True,False,True,True,placeholder,placeholder,placeholder,placeholder,True,placeholder,placeholder,placeholder,placeholder,False,False,False,False,False,False,False,False,True,False,False,False,True,400
Vaishali,Chehrakala,15.0,10.0,2022-07-24,4.0,Manual_PuddledRandom,2022-07-10,2022-08-03,1.0,5.0,Boring,Electric,500.0,2.0,0.4519209545861811,4.0,Broadcasting,2.0,10.0,,Broadcasting,15.0,30.0,15.0,6.0,Broadcasting,hand,2022-11-11,1200.0,2022-11-23,machine,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,400
Gaya,Wazirganj,25.0,20.0,2022-07-22,4.0,Manual_PuddledRandom,2022-06-30,2022-07-23,2.0,4.0,Canal,placeholder,50.0,2.0,3.0,3.0,SoilApplied,2.0,5.0,5.0,Broadcasting,10.0,25.0,578.0,61.0,Broadcasting,hand,2022-10-29,100.0,2022-11-08,machine,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,400
Nalanda,Rajgir,26.0,22.0,2022-07-03,2.0,Broadcasting,placeholder,2022-07-18,1.0,6.0,Boring,Electric,200.0,3.0,601.0,12.0,Broadcasting,3.0,6.0,6.0,Broadcasting,6.0,30.0,6.0,62.0,Broadcasting,machine,2022-12-29,420.0,2022-12-30,machine,29.0,40.0,plowed_in_soil,0.1875,True,False,True,False,placeholder,placeholder,False,placeholder,placeholder,placeholder,False,placeholder,False,False,False,False,False,False,False,False,True,True,False,False,False,True,442
Jamui,Jamui,10.0,10.0,2022-07-30,4.0,Manual_PuddledRandom,2022-06-18,2022-08-03,4.0,3.0,Boring,Electric,500.0,3.0,3.0,4.0,Broadcasting,3.0,3.0,30.0,Broadcasting,2.0,30.0,2.0,60.0,Broadcasting,hand,2022-11-27,90.0,2023-02-11,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,placeholder,placeholder,placeholder,placeholder,placeholder,False,False,False,True,300
Jamui,Jamui,8.0,8.0,2022-08-07,4.0,Manual_PuddledRandom,2022-07-12,2022-08-15,6.0,3.0,Boring,Electric,300.0,2.0,3.0,23493.0,Broadcasting,2.0,6.0,6.0,Broadcasting,6.0,30.0,60.0,66.0,Broadcasting,hand,2022-11-13,400.0,2022-12-29,machine,26.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,True,False,placeholder,False,False,False,False,False,False,True,False,False,False,True,328
Gaya,Wazirganj,20.0,20.0,2022-07-02,4.0,Manual_PuddledRandom,2022-06-29,2022-07-20,3.0,4.0,Boring,Electric,50.0,3.0,3.0,2.1814302030173427,SoilApplied,2.0,5.0,5.0,Broadcasting,10.0,25.0,8.0,50.0,Broadcasting,hand,2022-11-01,100.0,2022-11-19,machine,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,400
Nalanda,Rajgir,32.0,32.0,2022-07-18,5.0,Manual_PuddledRandom,2022-06-28,2022-07-19,2.0,9.0,Boring,Electric,225.0,4.0,2.0,1.0,SoilApplied,2.0,20.0,20.0,Broadcasting,40.0,45.0,22.0,50.0,Broadcasting,hand,2022-11-29,1800.0,2022-12-15,machine,25.0,10.0,plowed_in_soil,0.625,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1200
Gaya,Wazirganj,20.0,20.0,2022-07-02,4.0,Manual_PuddledRandom,2022-06-29,2022-07-22,2.0,4.0,Boring,Electric,50.0,3.0,3.0,1.0551836344062544e+16,SoilApplied,2.0,5.0,5.0,Broadcasting,10.0,25.0,5.0,42.0,Broadcasting,hand,2022-10-30,100.0,2022-11-19,machine,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,405
Vaishali,Mahua,10.0,10.0,2022-07-21,5.0,Manual_PuddledRandom,2022-07-25,2022-08-20,1.0,1.0,Boring,Diesel,200.0,3.0,306.0,1.0,SoilApplied,3.0,3.0,2200.82402302292,SoilApplied,2.0,45.0,2.0,75.0,Broadcasting,hand,2022-11-04,200.0,2022-11-16,hand,30.0,10.0,plowed_in_soil,0.0454545454545454,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,100
Jamui,Khaira,20.0,20.0,2022-07-28,3.0,Manual_PuddledRandom,2022-07-03,2022-08-02,4.0,2.0,Boring,Electric,200.0,10.0,50.0,2.0,Broadcasting,1.0,8.0,12.0,Broadcasting,7.0,30.0,1.0,60.0,placeholder,hand,2022-11-23,100.0,2023-01-08,machine,29.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,placeholder,placeholder,placeholder,placeholder,100
Jamui,Jamui,9.0,9.0,2022-07-25,4.0,Manual_PuddledRandom,2022-06-26,2022-07-28,11.0,5.0,Boring,Electric,500.0,3.0,100.0,3.0,placeholder,1.0,11.0,11.0,Broadcasting,10.0,13.0,11.0,63302244.0,placeholder,hand,2022-11-10,300.0,2022-12-20,machine,28.0,10.0,plowed_in_soil,0.1363636363636364,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,placeholder,placeholder,placeholder,placeholder,238
Nalanda,Rajgir,60.0,60.0,2022-07-16,5.0,Manual_PuddledRandom,2022-06-23,2022-07-19,2.0,5.0,Boring,Electric,150.0,5.0,1.0,5.0,SoilApplied,2.0,15.0,5.0,Broadcasting,15.0,45.0,150.0,60.0,Broadcasting,hand,2022-11-03,900.0,2022-12-22,machine,24.0,10.0,plowed_in_soil,0.3125,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,670
Nalanda,Rajgir,20.0,20.0,2022-07-06,5.0,Manual_PuddledRandom,2022-06-18,2022-07-07,3.0,3.0,Boring,Electric,150.0,9.0,100.0,1.0,Broadcasting,2.0,6.0,1.0,SoilApplied,6.0,25.0,6.183622360810318,10.0,RootApplication,hand,2022-11-24,600.0,2022-12-17,machine,26.0,10.0,plowed_in_soil,0.1875,True,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,306
Vaishali,Chehrakala,15.0,10.0,2022-07-14,4.0,Manual_PuddledRandom,2022-07-04,2022-07-27,2.0,4.0,Boring,Electric,400.0,2.0,2.0,2.0,SoilApplied,2.0,8.0,5.0,Broadcasting,9.0,30.0,13.0,650.0,Broadcasting,hand,2022-11-19,600.0,2022-11-26,hand,25.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,350
Jamui,Jamui,9.0,9.0,2022-07-25,4.0,Manual_PuddledRandom,2022-06-25,2022-08-01,8.0,4.0,Boring,Electric,400.0,2.0,2.0,2.0,placeholder,2.0,8.0,8.0,Broadcasting,8.0,30.0,8.0,3.0,Broadcasting,hand,2022-11-15,400.0,2023-01-13,machine,28.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,False,False,placeholder,placeholder,placeholder,False,False,False,False,True,False,False,False,True,320
Jamui,Khaira,25.0,16.0,2022-07-23,4.0,Manual_PuddledLine,2022-06-30,2022-07-25,2.0,2.0,Boring,Diesel,280.0,2.0,,2.0,SoilApplied,3.0,10.0,,Broadcasting,10.0,25.0,13.0,65.0,Broadcasting,hand,2022-12-02,900.0,2022-12-23,hand,23.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,900
Vaishali,Mahua,15.0,5.0,2022-06-11,5.0,Manual_PuddledRandom,2022-06-15,2022-07-18,2.0,1.0,Boring,Diesel,200.0,1.0,200.0,1.0,Broadcasting,3.0,4.0,4.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-16,4000.0,2022-10-26,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4
Vaishali,Chehrakala,2.0,2.0,2022-07-22,2.0,Manual_PuddledRandom,2022-07-28,2022-08-21,2.0,1.0,Boring,Electric,150.0,2.0,1.0,1.0,SoilApplied,3.0,4.0,4.0,Broadcasting,4.0,15.0,4.0,30.0,Broadcasting,hand,2022-10-29,300.0,2022-11-05,hand,26.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,120
Gaya,Wazirganj,23.0,15.0,2022-07-02,4.0,Manual_PuddledRandom,2022-07-21,2022-08-20,2.0,4.0,Boring,Electric,95.0,6.0,3.0,9.0,SoilApplied,2.0,3.0,3.0,Broadcasting,3.0,23.0,3.0,45.0,Broadcasting,hand,2022-11-06,100.0,2022-12-06,machine,24.0,10.0,plowed_in_soil,0.074074074074074,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,153
Vaishali,Chehrakala,20.0,10.0,2022-07-22,4.0,Manual_PuddledRandom,2022-07-10,2022-08-02,2.0,4.0,Boring,Electric,400.0,2.0,3.0,4.0,Broadcasting,2.0,10.0,8.1,Broadcasting,15.0,30.0,10.0,61.0,Broadcasting,hand,2022-11-10,600.0,2022-11-20,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,450
Vaishali,Chehrakala,2.0,2.0,2022-07-18,3.0,Manual_PuddledRandom,2022-06-26,2022-08-18,2.0,2.0,TubeWell,Electric,400.0,2.0,1.0,1.0,SoilApplied,3.0,5.0,5.0,Broadcasting,6.0,15.0,5.0,30.0,Broadcasting,hand,2022-11-18,300.0,2022-11-26,hand,27.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,110
Jamui,Jamui,45.0,45.0,2022-08-03,4.0,Manual_PuddledRandom,2022-07-01,2022-08-05,3.0,2.0,Boring,Electric,500.0,3.0,2.0,5.0,Broadcasting,2.0,50.0,50.0,Broadcasting,1.0,30.0,2.0,78.0,Broadcasting,hand,2022-11-26,90.0,2023-01-29,hand,29.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,placeholder,placeholder,placeholder,False,placeholder,False,False,False,True,300
Gaya,Wazirganj,16.0,14.0,2022-07-08,4.0,Manual_PuddledRandom,2022-06-27,2022-07-22,2.0,4.0,Boring,Electric,98.0,6.0,3.0,4.634526933630205e+16,SoilApplied,2.0,3.0,3.0,Broadcasting,3.0,29.0,8.0,61.0,Broadcasting,hand,2022-10-29,300.0,2022-11-30,machine,21.0,10.0,plowed_in_soil,0.1111111111111111,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,240
