District,Block,CultLand,CropCultLand,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea
Nalanda,Rajgir,30,30,2022-06-13,6,Manual_PuddledRandom,2022-06-18,2022-07-13,1.0,10.0,Boring,Electric,170.0,2.0,900.0,,Broadcasting,2,5.0,,Broadcasting,5.0,25.0,,,Broadcasting,hand,2022-11-10,475.0,2022-11-16,hand,22,10,plowed_in_soil,0.25,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,20,10,2022-06-07,5,Manual_PuddledRandom,2022-06-12,2022-07-18,2.0,3.0,Boring,Diesel,600.0,2.0,,2.0,Broadcasting,3,6.0,,Broadcasting,10.0,25.0,10.0,45.0,Broadcasting,hand,2022-10-20,1000.0,2022-10-26,hand,30,10,plowed_in_soil,0.2272727272727273,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Gaya,Gurua,20,20,2022-07-29,5,Manual_PuddledRandom,2022-06-24,2022-08-01,3.0,4.0,Boring,Electric,120.0,2.0,1.0,,SoilApplied,2,10.0,,Broadcasting,8.0,35.0,,,Broadcasting,hand,2022-11-17,120.0,2022-12-24,hand,30,10,plowed_in_soil,0.2962962962962963,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Garoul,27,27,2022-06-17,6,Manual_PuddledLine,2022-06-18,2022-07-10,3.0,25.0,Boring,Electric,2500.0,4.0,,2500.0,SoilApplied,2,70.0,45.0,SoilApplied,38.0,20.0,,,Broadcasting,hand,2022-10-08,3500.0,2022-10-18,hand,28,10,plowed_in_soil,1.227272727272727,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True
Nalanda,Noorsarai,10,10,2022-07-10,4,Manual_PuddledRandom,2022-06-08,2022-07-16,2.0,5.0,Boring,Electric,400.0,8.0,,,,2,,25.0,Broadcasting,25.0,40.0,,,Broadcasting,hand,2022-11-10,1000.0,2023-01-05,machine,24,10,plowed_in_soil,0.3125,True,False,True,False,True,False,False,False,True,False,False,False,,,,,,False,False,False,False,True,False,False,False,True
Vaishali,Garoul,21,21,2022-07-14,6,Manual_PuddledLine,2022-06-18,2022-07-17,2.0,25.0,Canal,Electric,2500.0,3.0,,2100.0,SoilApplied,1,42.0,25.0,Broadcasting,,,,,,hand,2022-09-30,2500.0,2022-10-10,hand,28,10,plowed_in_soil,0.9545454545454546,True,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,,,,
Nalanda,Rajgir,30,30,2022-06-11,5,Manual_PuddledRandom,2022-06-13,2022-07-15,1.0,12.0,Boring,Electric,130.0,2.0,600.0,,Broadcasting,2,5.0,6.0,Broadcasting,10.0,23.0,,,Broadcasting,hand,2022-11-05,450.0,2022-11-10,hand,22,10,plowed_in_soil,0.25,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Chehrakala,15,12,2022-07-29,4,Manual_PuddledRandom,2022-07-11,2022-08-09,2.0,3.0,Boring,Electric,300.0,2.0,,,,2,6.0,,Broadcasting,9.0,30.0,,,Broadcasting,hand,2022-11-12,300.0,2022-11-12,hand,25,10,plowed_in_soil,0.1363636363636364,True,False,True,True,True,True,True,False,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True
Jamui,Jamui,10,10,2022-07-26,4,Manual_PuddledRandom,2022-06-19,2022-07-31,4.0,2.0,Boring,Electric,500.0,3.0,3.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-26,90.0,2023-01-27,hand,29,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True
Gaya,Wazirganj,50,40,2022-07-04,5,Manual_PuddledRandom,2022-06-26,2022-07-26,2.0,8.0,Boring,Electric,80.0,2.0,,4.0,SoilApplied,2,10.0,10.0,Broadcasting,15.0,45.0,,,Broadcasting,hand,2022-10-15,100.0,2022-10-28,machine,30,10,plowed_in_soil,0.3703703703703703,True,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Chehrakala,20,20,2022-07-20,5,Manual_PuddledRandom,2022-07-05,2022-08-02,1.0,4.0,Boring,Diesel,800.0,1.0,,,,2,10.0,12.0,Broadcasting,12.0,12.0,,,Broadcasting,hand,2022-10-20,200.0,2022-10-28,hand,25,10,plowed_in_soil,0.1818181818181818,True,False,True,False,True,True,True,True,True,False,True,False,,,,,,False,False,False,False,True,False,False,False,True
Vaishali,Garoul,7,7,2022-07-10,6,Manual_PuddledRandom,2022-06-21,2022-07-17,1.0,2.0,Boring,Electric,,2.0,,5.0,SoilApplied,3,6.0,,SoilApplied,3.0,30.0,3.0,50.0,Broadcasting,hand,2022-10-20,600.0,2022-11-05,hand,30,10,plowed_in_soil,0.1363636363636364,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Jamui,Jamui,27,27,2022-07-29,4,Manual_PuddledRandom,2022-06-16,2022-08-01,4.0,5.0,Boring,Electric,1000.0,3.0,,,,3,,,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-29,90.0,2023-01-31,hand,29,10,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,False,True,,,,,,,,,,,False,False,False,True
Nalanda,Rajgir,72,50,2022-07-17,6,LineSowingAfterTillage,2022-07-01,2022-07-20,,5.0,Boring,Electric,250.0,4.0,,,,2,20.0,10.0,Broadcasting,10.0,25.0,,,Broadcasting,hand,2022-11-26,250.0,2022-12-10,machine,25,10,plowed_in_soil,0.3125,True,False,True,True,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,True
Jamui,Khaira,20,15,2022-07-21,4,Manual_PuddledRandom,2022-07-01,2022-07-28,1.0,3.0,Pond,Diesel,350.0,2.0,,3.0,SoilApplied,3,11.0,,Broadcasting,11.0,25.0,13.0,65.0,Broadcasting,hand,2022-12-01,900.0,2022-12-22,hand,23,10,plowed_in_soil,0.5,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Gaya,Gurua,40,40,2022-07-23,5,Manual_PuddledRandom,2022-07-20,2022-07-27,2.0,6.0,Boring,Electric,,3.0,1.0,,SoilApplied,2,10.0,,Broadcasting,10.0,36.0,,,Broadcasting,hand,2022-11-19,120.0,2022-12-15,hand,27,10,plowed_in_soil,0.3703703703703703,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,15,8,2022-06-27,4,Manual_PuddledRandom,2022-06-04,2022-07-13,1.0,2.0,Boring,Electric,375.0,2.0,2.0,,SoilApplied,3,15.0,,Broadcasting,15.0,26.0,10.0,60.0,Broadcasting,hand,2022-10-28,1000.0,2022-11-15,hand,30,10,plowed_in_soil,0.2272727272727273,True,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Jamui,20,15,2022-06-25,4,Manual_PuddledRandom,2022-07-07,2022-08-28,4.0,4.0,Boring,Electric,400.0,1.0,4.0,,Broadcasting,2,20.0,20.0,Broadcasting,20.0,20.0,,,Broadcasting,hand,2022-11-22,250.0,2023-01-19,machine,25,10,plowed_in_soil,0.2272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Jamui,15,15,2022-06-29,2,Manual_PuddledRandom,2022-07-11,2022-08-02,4.0,5.0,Boring,Electric,2000.0,1.0,4.0,,Broadcasting,2,10.0,10.0,Broadcasting,,,,,Broadcasting,hand,2022-11-26,1200.0,2023-02-21,machine,26,10,plowed_in_soil,0.6818181818181818,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Gaya,Wazirganj,39,25,2022-06-29,4,Manual_PuddledRandom,2022-06-21,2022-07-22,3.0,4.0,Boring,Electric,98.0,6.0,3.0,,SoilApplied,2,3.0,3.0,Broadcasting,3.0,25.0,,,Broadcasting,hand,2022-10-26,400.0,2022-12-08,machine,21,10,plowed_in_soil,0.1481481481481481,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Jamui,40,40,2022-07-25,4,Manual_PuddledRandom,2022-06-16,2022-07-29,5.0,5.0,Boring,Electric,,4.0,7.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-26,90.0,2023-01-20,hand,29,10,plowed_in_soil,0.4545454545454545,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True
Jamui,Jamui,25,20,2022-06-28,4,Manual_PuddledRandom,2022-07-05,2022-08-28,3.0,4.0,Boring,Electric,400.0,1.0,4.0,,Broadcasting,2,22.0,22.0,Broadcasting,15.0,15.0,,,Broadcasting,hand,2022-11-16,350.0,2023-01-11,machine,26,10,plowed_in_soil,0.2272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Chehrakala,30,20,2022-07-17,4,Manual_PuddledRandom,2022-07-10,2022-08-03,2.0,5.0,Boring,Diesel,1000.0,2.0,5.0,4.0,SoilApplied,3,10.0,15.0,Broadcasting,15.0,30.0,10.0,40.0,Broadcasting,hand,2022-10-15,1500.0,2022-10-25,hand,25,10,plowed_in_soil,0.2272727272727273,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Garoul,30,30,2022-06-20,6,Manual_PuddledRandom,2022-06-23,2022-07-12,3.0,30.0,Boring,Diesel,3000.0,3.0,,3000.0,SoilApplied,1,60.0,30.0,SoilApplied,,,,,,hand,2022-10-08,3500.0,2022-10-18,hand,26,10,plowed_in_soil,1.363636363636364,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,,,,
Jamui,Jamui,10,10,2022-07-21,4,Manual_PuddledRandom,2022-06-17,2022-07-26,5.0,3.0,Boring,Electric,500.0,3.0,3.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-29,90.0,2023-01-27,hand,29,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True
Vaishali,Mahua,5,5,2022-07-10,5,Manual_PuddledRandom,2022-07-06,2022-07-30,2.0,1.0,Boring,Diesel,200.0,2.0,,5.0,SoilApplied,3,2.0,,SoilApplied,2.0,2.0,2.0,70.0,Broadcasting,hand,2022-11-10,200.0,2022-11-15,hand,30,10,plowed_in_soil,0.0454545454545454,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Chehrakala,20,10,2022-07-25,4,Manual_PuddledRandom,2022-07-11,2022-08-04,2.0,4.0,Boring,Electric,500.0,1.0,4.0,,SoilApplied,2,10.0,,Broadcasting,15.0,35.0,,,Broadcasting,hand,2022-11-16,600.0,2022-11-23,hand,30,10,plowed_in_soil,0.2272727272727273,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Khaira,25,21,2022-07-25,4,Manual_PuddledRandom,2022-07-01,2022-08-01,2.0,4.0,Boring,Diesel,300.0,2.0,,2.0,SoilApplied,3,15.0,,Broadcasting,13.0,23.0,12.0,65.0,Broadcasting,hand,2022-12-01,1500.0,2022-12-23,hand,21,10,plowed_in_soil,0.7272727272727273,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,25,12,2022-06-26,4,Manual_PuddledRandom,2022-06-20,2022-07-15,2.0,2.0,Boring,Diesel,300.0,2.0,,5.0,SoilApplied,2,20.0,,SoilApplied,15.0,35.0,,,Broadcasting,hand,2022-10-15,300.0,2022-10-20,hand,25,10,plowed_in_soil,0.1363636363636364,True,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,52,52,2022-06-14,4,LineSowingAfterTillage,2022-06-21,2022-07-23,,4.0,Canal,Electric,,4.0,,,,2,15.0,7.0,Broadcasting,15.0,40.0,,,Broadcasting,machine,2022-11-30,,2022-11-30,hand,25,40,plowed_in_soil,0.21875,False,False,True,False,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,30,30,2022-07-12,5,LineSowingAfterTillage,2022-06-20,2022-07-14,,5.0,Boring,Electric,225.0,3.0,,20.0,SoilApplied,2,14.0,,Broadcasting,13.0,25.0,,,Broadcasting,hand,2022-12-06,630.0,2023-02-24,machine,25,10,plowed_in_soil,0.28125,True,False,True,False,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,15,15,2022-06-22,4,Manual_PuddledRandom,2022-06-25,2022-07-12,1.0,3.0,Boring,Electric,750.0,2.0,,1.0,SoilApplied,3,10.0,10.0,SoilApplied,10.0,20.0,10.0,60.0,Broadcasting,hand,2022-11-06,200.0,2022-11-16,hand,30,10,plowed_in_soil,0.1818181818181818,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Khaira,15,15,2022-07-03,3,Manual_PuddledRandom,2022-07-01,2022-08-03,3.0,2.0,Canal,,,10.0,,,,1,7.0,10.0,Broadcasting,,,,,,hand,2022-11-09,100.0,2022-12-31,machine,29,10,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,False,True,True,False,True,True,,,,,,False,False,False,False,True,,,,
Nalanda,Rajgir,20,14,2022-07-24,3,Manual_PuddledRandom,2022-06-26,2022-07-26,2.0,12.0,Boring,Electric,,,,,,2,20.0,20.0,Broadcasting,20.0,42.0,,,Broadcasting,hand,2022-11-10,225.0,2022-12-14,hand,30,10,plowed_in_soil,0.375,True,False,True,True,True,False,False,True,True,False,False,True,,,,,,False,False,False,False,True,False,False,False,True
Vaishali,Chehrakala,24,20,2022-07-22,5,Manual_PuddledRandom,2022-07-05,2022-08-01,1.0,4.0,Boring,Diesel,800.0,2.0,,2.0,SoilApplied,2,10.0,8.0,Broadcasting,10.0,8.0,,,Broadcasting,hand,2022-10-26,200.0,2022-11-02,hand,25,10,plowed_in_soil,0.1818181818181818,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,70,60,2022-07-14,6,Manual_PuddledRandom,2022-06-26,2022-07-15,2.0,10.0,Boring,Electric,400.0,5.0,5.0,,SoilApplied,2,16.0,,SoilApplied,32.0,32.0,,,Broadcasting,hand,2022-12-08,900.0,2023-01-28,machine,24,10,plowed_in_soil,0.5,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Noorsarai,15,15,2022-07-05,4,Manual_PuddledRandom,2022-06-18,2022-07-07,2.0,2.0,Boring,Electric,300.0,3.0,,,,2,15.0,,SoilApplied,30.0,15.0,,,Broadcasting,hand,2022-10-31,1000.0,2022-12-02,machine,25,10,plowed_in_soil,0.46875,False,False,True,False,True,False,False,False,True,False,False,True,,,,,,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,3,3,2022-07-03,3,Manual_PuddledRandom,2022-07-08,2022-08-04,1.0,1.0,Boring,Electric,120.0,1.0,,1.0,SoilApplied,3,4.0,4.0,SoilApplied,4.0,25.0,4.0,30.0,Broadcasting,hand,2022-11-05,200.0,2022-11-11,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Chehrakala,15,15,2022-07-30,2,Manual_PuddledRandom,2022-07-09,2022-08-19,2.0,5.0,TubeWell,Diesel,1000.0,2.0,2.0,2.0,SoilApplied,3,10.0,10.0,Broadcasting,10.0,30.0,10.0,30.0,Broadcasting,hand,2022-11-15,300.0,2022-11-20,hand,27,10,plowed_in_soil,0.2272727272727273,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Noorsarai,20,20,2022-07-17,5,Manual_PuddledRandom,2022-06-25,2022-07-19,3.0,2.0,Boring,Electric,140.0,1.0,,,,2,,15.0,Broadcasting,7.0,20.0,,,Broadcasting,hand,2022-11-04,80.0,2022-11-20,hand,25,10,plowed_in_soil,0.21875,False,False,False,True,True,False,False,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,40,40,2022-07-11,5,LineSowingAfterTillage,2022-06-28,2022-07-12,,7.0,Boring,Electric,450.0,10.0,5.0,,Broadcasting,2,18.0,36.0,Broadcasting,18.0,45.0,,,Broadcasting,hand,2022-11-23,2000.0,2022-12-09,machine,26,10,plowed_in_soil,0.5625,True,False,True,True,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Noorsarai,3,3,2022-07-30,3,Manual_PuddledRandom,2022-07-01,2022-07-31,3.0,2.0,Boring,Electric,75.0,2.0,,,,2,,6.0,Broadcasting,6.0,37.0,,,Broadcasting,hand,2022-11-11,90.0,2022-11-14,hand,24,10,plowed_in_soil,0.09375,False,True,False,False,True,False,False,True,True,False,True,True,,,,,,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,5,5,2022-07-03,4,Manual_PuddledRandom,2022-07-05,2022-07-30,2.0,1.0,Boring,Diesel,200.0,3.0,,1.0,SoilApplied,3,3.0,,SoilApplied,2.0,42.0,2.0,75.0,Broadcasting,hand,2022-11-12,200.0,2022-11-17,hand,30,10,plowed_in_soil,0.0454545454545454,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,10,10,2022-07-11,4,Manual_PuddledRandom,2022-07-13,2022-08-09,1.0,2.0,Boring,Diesel,,3.0,,3.0,SoilApplied,3,6.0,,SoilApplied,4.0,40.0,4.0,70.0,Broadcasting,hand,2022-11-09,400.0,2022-11-15,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Jamui,20,20,2022-07-24,4,Manual_PuddledRandom,2022-06-16,2022-07-26,4.0,2.0,Boring,Electric,500.0,3.0,3.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-29,90.0,2023-02-02,hand,28,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True
Nalanda,Rajgir,28,28,2022-07-18,5,Manual_PuddledRandom,2022-06-28,2022-07-19,2.0,5.0,Boring,Electric,125.0,5.0,,,,2,10.0,10.0,Broadcasting,20.0,39.0,,,Broadcasting,hand,2022-11-25,900.0,2022-12-24,machine,25,10,plowed_in_soil,0.3125,True,False,True,True,True,False,True,False,False,False,True,True,,,,,,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,5,5,2022-07-13,5,Manual_PuddledRandom,2022-07-15,2022-08-09,1.0,1.0,Boring,Electric,150.0,3.0,,1.0,SoilApplied,3,3.0,,SoilApplied,2.0,45.0,2.0,75.0,Broadcasting,hand,2022-11-09,200.0,2023-02-14,hand,30,10,plowed_in_soil,0.0454545454545454,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Chehrakala,15,5,2022-07-18,5,Manual_PuddledRandom,2022-07-10,2022-08-05,1.0,4.0,Boring,Diesel,800.0,2.0,,,,2,8.0,8.0,Broadcasting,10.0,10.0,,,Broadcasting,hand,2022-10-22,200.0,2022-10-24,hand,25,10,plowed_in_soil,0.1818181818181818,True,False,True,False,True,True,False,False,True,True,True,False,,,,,,False,False,False,False,True,False,False,False,True
Jamui,Khaira,18,18,2022-07-16,3,Manual_PuddledRandom,2022-06-27,2022-07-22,3.0,2.0,Boring,Electric,,10.0,,,,1,7.0,10.0,Broadcasting,,,,,,hand,2022-11-23,100.0,2022-12-30,machine,25,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,False,True,True,,,,,,False,False,False,False,True,,,,
Nalanda,Rajgir,19,19,2022-07-18,5,Manual_PuddledRandom,2022-06-28,2022-07-19,2.0,5.0,Boring,Electric,125.0,5.0,,2.0,SoilApplied,2,10.0,10.0,Broadcasting,20.0,40.0,,,Broadcasting,hand,2022-11-23,900.0,2022-12-23,machine,26,10,plowed_in_soil,0.3125,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Garoul,20,10,2022-07-02,6,Manual_PuddledRandom,2022-06-17,2022-07-05,1.0,2.0,Boring,Diesel,,3.0,,15.0,SoilApplied,2,10.0,,SoilApplied,10.0,30.0,,,Broadcasting,hand,2022-10-18,1000.0,2022-11-02,hand,30,10,plowed_in_soil,0.2272727272727273,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Vaishali,Mahua,18,9,2022-06-12,5,Manual_PuddledRandom,2022-07-14,2022-07-18,2.0,2.0,Boring,Diesel,400.0,2.0,,1.0,Broadcasting,3,6.0,,Broadcasting,6.0,25.0,6.0,45.0,Broadcasting,hand,2022-10-14,600.0,2022-10-27,hand,30,10,plowed_in_soil,0.1363636363636364,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Jamui,25,25,2022-06-26,2,Manual_PuddledRandom,2022-07-03,2022-08-02,4.0,2.0,Boring,Electric,200.0,1.0,4.0,,Broadcasting,2,10.0,10.0,Broadcasting,,,,,Broadcasting,hand,2022-11-20,200.0,2022-11-20,machine,27,10,plowed_in_soil,0.2727272727272727,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Vaishali,Mahua,16,8,2022-06-11,5,Manual_PuddledRandom,2022-06-15,2022-07-18,2.0,1.0,Boring,Diesel,200.0,1.0,,1.0,Broadcasting,3,4.0,,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-15,400.0,2022-10-28,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Gaya,Wazirganj,50,40,2022-07-02,5,Manual_PuddledRandom,2022-06-26,2022-07-26,2.0,,Rainfed,,,5.0,,,,2,15.0,15.0,Broadcasting,20.0,45.0,,,Broadcasting,hand,2022-10-12,100.0,2022-10-26,hand,30,10,plowed_in_soil,0.3703703703703703,True,False,False,True,True,False,True,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,20,9,2022-06-08,5,Manual_PuddledRandom,2022-06-10,2022-07-18,2.0,250.0,Boring,Diesel,500.0,1.0,,1.0,Broadcasting,3,1.0,,Broadcasting,6.0,25.0,6.0,60.0,Broadcasting,hand,2022-10-14,600.0,2022-10-27,hand,30,10,plowed_in_soil,0.1363636363636364,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,20,13,2022-07-17,6,Manual_PuddledRandom,2022-06-20,2022-07-22,2.0,2.0,Boring,Diesel,,2.0,,,,2,20.0,15.0,SoilApplied,15.0,35.0,,,SoilApplied,hand,2022-10-15,500.0,2022-10-20,hand,30,10,plowed_in_soil,0.1818181818181818,True,False,True,True,True,True,True,False,True,False,True,True,,,,,,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,20,20,2022-07-23,5,Manual_PuddledRandom,2022-06-15,2022-07-25,2.0,7.0,Canal,,,3.0,,80.0,SoilApplied,2,40.0,40.0,RootApplication,20.0,20.0,,,Broadcasting,hand,2022-12-08,1000.0,2022-12-17,hand,12,10,plowed_in_soil,0.625,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Khaira,29,23,2022-07-23,4,Manual_PuddledLine,2022-07-02,2022-07-30,1.0,4.0,Boring,Diesel,400.0,2.0,,3.0,SoilApplied,3,13.0,,Broadcasting,12.0,25.0,18.0,65.0,Broadcasting,hand,2022-12-01,1500.0,2022-12-16,hand,23,10,plowed_in_soil,0.8181818181818182,False,False,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,10,5,2022-06-05,5,Manual_PuddledRandom,2022-06-08,2022-07-18,2.0,3.0,Boring,Diesel,600.0,2.0,,1.0,Broadcasting,3,3.0,,Broadcasting,6.0,25.0,6.0,45.0,Broadcasting,hand,2022-10-15,600.0,2022-10-15,hand,30,10,plowed_in_soil,0.1363636363636364,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Jamui,40,40,2022-07-26,4,Manual_PuddledRandom,2022-06-20,2022-07-30,3.0,2.0,Boring,Electric,500.0,3.0,2.0,,Broadcasting,2,,,Broadcasting,2.0,1.0,,,Broadcasting,hand,2022-11-27,90.0,2023-01-23,hand,28,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True
Gaya,Gurua,40,40,2022-07-15,8,Manual_PuddledRandom,2022-06-28,2022-07-22,4.0,8.0,Boring,Electric,,3.0,1.0,,SoilApplied,3,16.0,,Broadcasting,12.0,22.0,8.0,,Broadcasting,hand,2022-11-16,120.0,2022-12-29,machine,25,10,plowed_in_soil,0.2962962962962963,True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Jamui,5,5,2022-08-05,4,Manual_PuddledRandom,2022-07-16,2022-08-12,5.0,3.0,Boring,Electric,300.0,3.0,,,,2,5.0,5.0,Broadcasting,5.0,30.0,,,Broadcasting,hand,2022-11-09,200.0,2022-12-20,machine,27,10,plowed_in_soil,0.0909090909090909,False,False,True,False,True,False,True,False,False,False,True,True,,,,,,False,False,False,False,True,False,False,False,True
