District,Block,CultLand,CropCultLand,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea
Nalanda,Rajgir,100.0,100.0,2022-07-16,6.0,Manual_PuddledRandom,2022-07-28,2022-08-25,2.0,5.0,Boring,Electric,200.0,4.0,3.0,1.0,SoilApplied,2.0,10.0,20.0,SoilApplied,20.0,20.0,10.0,40.0,Broadcasting,hand,2022-12-08,600.0,2023-01-29,machine,25.0,10.0,plowed_in_soil,0.3125,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,10.0,10.0,2022-06-28,4.0,Manual_PuddledRandom,2022-07-02,2022-07-28,1.0,2.0,Boring,Electric,600.0,1.0,300.0,2.0,SoilApplied,3.0,10.0,10.0,Broadcasting,10.0,25.0,11.0,60.0,Broadcasting,hand,2022-11-05,400.0,2022-11-05,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Gaya,Wazirganj,10.0,10.0,2022-07-01,4.0,Manual_PuddledRandom,2022-06-28,2022-07-23,3.0,3.0,Boring,Electric,30.0,3.0,2.0,50.0,SoilApplied,2.0,3.0,3.0,Broadcasting,6.0,25.0,3.0,97.0,Broadcasting,hand,2022-11-05,100.0,2022-11-12,machine,30.0,10.0,plowed_in_soil,0.1111111111111111,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Noorsarai,100.0,100.0,2022-07-16,3.0,Manual_PuddledRandom,2022-06-24,2022-07-20,2.0,10.0,Boring,Electric,1000.0,8.0,45.0,500.0,,2.0,50.0,50.0,Broadcasting,50.0,45.0,50.0,25.0,Broadcasting,hand,2022-11-22,2500.0,2023-01-11,machine,25.0,10.0,plowed_in_soil,0.78125,True,False,True,False,True,False,False,False,True,False,False,False,True,False,,False,,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,30.0,30.0,2022-07-22,5.0,LineSowingAfterTillage,2022-06-03,2022-07-24,6.0,5.0,Boring,Electric,200.0,2.0,15.0,22.0,SoilApplied,2.0,12.0,,Broadcasting,14.0,29.0,4.0,56.0,Broadcasting,hand,2022-12-10,560.0,2023-02-24,machine,25.0,10.0,plowed_in_soil,0.25,True,False,True,False,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Gaya,Gurua,20.0,20.0,2022-06-29,6.0,Manual_PuddledRandom,2022-06-18,2022-07-03,1.0,4.0,Boring,Electric,100.0,3.0,1.0,1.0,Broadcasting,2.0,5.0,,Broadcasting,5.0,35.0,3.0,75.0,Broadcasting,hand,2022-11-26,600.0,2022-12-31,hand,29.0,10.0,plowed_in_soil,0.1851851851851852,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,5.0,5.0,2022-06-25,3.0,Manual_PuddledRandom,2022-07-15,2022-08-06,1.0,50.0,Boring,Electric,240.0,1.0,,1.0,SoilApplied,3.0,4.0,4.0,Broadcasting,4.0,20.0,4.0,45.0,Broadcasting,hand,2022-11-05,200.0,2022-11-15,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Noorsarai,17.0,15.0,2022-07-16,5.0,Manual_PuddledRandom,2022-06-23,2022-07-17,2.0,3.0,Boring,Electric,100.0,2.0,40.0,3.0,SoilApplied,2.0,7.0,10.0,Broadcasting,7.0,20.0,10.0,63.0,Broadcasting,hand,2022-11-03,80.0,2022-11-30,hand,25.0,10.0,plowed_in_soil,0.15625,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Gaya,Wazirganj,24.0,20.0,2022-07-06,4.0,Manual_PuddledRandom,2022-06-22,2022-07-15,2.0,3.0,Boring,Electric,95.0,3.0,4.0,,SoilApplied,2.0,3.0,3.0,Broadcasting,3.0,22.0,58.0,97.0,Broadcasting,hand,2022-11-24,400.0,2022-11-25,machine,23.0,10.0,plowed_in_soil,0.1481481481481481,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Jamui,30.0,25.0,2022-07-01,4.0,Manual_PuddledRandom,2022-07-24,2022-08-23,3.0,4.0,Boring,Electric,400.0,1.0,4.0,350.0,Broadcasting,2.0,15.0,15.0,Broadcasting,10.0,10.0,,,Broadcasting,hand,2022-11-23,250.0,2023-02-10,machine,26.0,10.0,plowed_in_soil,0.2727272727272727,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Khaira,8.0,8.0,2022-07-24,3.0,Manual_PuddledLine,2022-07-01,2022-07-27,2.0,1.0,Canal,,100.0,9.0,,1.0,Broadcasting,1.0,3.0,5.0,Broadcasting,4.0,22.0,3.0,64.0,,hand,2022-11-12,100.0,2022-12-28,machine,26.0,10.0,plowed_in_soil,0.0909090909090909,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,,,,
Nalanda,Noorsarai,30.0,10.0,2022-07-19,5.0,Manual_PuddledRandom,2022-06-29,2022-07-20,3.0,2.0,Boring,Electric,100.0,1.0,50.0,10.0,Broadcasting,2.0,5.0,10.0,Broadcasting,5.0,19.0,15.0,50.0,Broadcasting,hand,2022-11-06,80.0,2022-11-20,hand,25.0,10.0,plowed_in_soil,0.15625,False,False,False,True,True,False,False,True,True,True,True,True,,False,False,False,,False,False,False,False,True,False,False,False,True
Jamui,Khaira,29.0,20.0,2022-07-24,4.0,Manual_PuddledLine,2022-07-03,2022-08-01,1.0,3.0,Boring,Diesel,350.0,3.0,3.0,3.0,SoilApplied,3.0,16.0,3.296329133183,Broadcasting,18.0,23.0,16.0,63.0,Broadcasting,hand,2022-12-01,1200.0,2022-12-23,hand,21.0,10.0,plowed_in_soil,0.7272727272727273,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Khaira,28.0,21.0,2022-07-25,4.0,Manual_PuddledLine,2022-07-04,2022-08-01,1.0,3.0,Boring,Diesel,300.0,2.0,,3.0,SoilApplied,3.0,12.0,,Broadcasting,16.0,25.0,13.0,63.0,Broadcasting,hand,2022-12-08,2000.0,2022-12-16,hand,23.0,10.0,plowed_in_soil,0.6818181818181818,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Gaya,Wazirganj,5.0,5.0,2022-06-25,4.0,Manual_PuddledRandom,2022-06-30,2022-07-21,2.0,3.0,Boring,Electric,40.0,3.0,1.0,3.0,SoilApplied,2.0,4.0,4.0,SoilApplied,8.0,25.0,18.0,50.0,Broadcasting,hand,2022-11-01,100.0,2022-11-19,machine,30.0,10.0,plowed_in_soil,0.074074074074074,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,12.0,8.0,2022-06-25,4.0,Manual_PuddledRandom,2022-06-02,2022-07-10,2.0,1.0,Boring,Diesel,600.0,1.0,1.0,2.0,SoilApplied,3.0,9.0,,Broadcasting,9.0,25.0,6.0,65.0,Broadcasting,hand,2022-11-02,600.0,2022-11-17,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,80.0,80.0,2022-07-12,5.0,Manual_PuddledRandom,2022-06-28,2022-07-14,2.0,8.0,Boring,Electric,240.0,5.0,2.0,3.0,SoilApplied,2.0,22.0,15.0,Broadcasting,15.0,45.0,13.0,60.0,Broadcasting,hand,2022-11-16,15.0,2022-12-04,machine,25.0,10.0,plowed_in_soil,0.46875,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Gaya,Gurua,22.0,22.0,2022-06-29,5.0,LineSowingAfterTillage,2022-06-29,2022-07-22,5.0,4.0,Canal,,180.0,8.0,2.0,1.0,SoilApplied,2.0,9.0,20.0,SoilApplied,15.0,40.0,3.0,7.0,Broadcasting,hand,2022-11-26,700.0,2022-12-03,machine,28.0,10.0,plowed_in_soil,0.3333333333333333,True,False,True,False,,,True,,,,True,,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Khaira,20.0,20.0,2022-07-19,3.0,Manual_PuddledRandom,2022-06-27,2022-07-27,4.0,2.0,Canal,,2.0,9.0,2.0,2.0,Broadcasting,1.0,7.0,12.0,Broadcasting,5.0,25.0,7.0,,,hand,2022-11-21,100.0,2022-12-22,hand,27.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,False,False,True,True,True,False,True,True,,False,False,False,False,False,False,False,False,True,,,,
Nalanda,Rajgir,120.0,120.0,2022-06-18,4.0,Broadcasting,2022-06-21,2022-07-14,1.0,5.0,Boring,Electric,200.0,3.0,25.0,20.0,SoilApplied,2.0,15.0,8.0,Broadcasting,15.0,33.0,10.0,6.0,Broadcasting,machine,2022-12-01,400.0,2022-12-02,hand,28.0,40.0,plowed_in_soil,0.25,False,False,True,False,,False,False,,,,,True,False,False,False,False,,False,False,False,False,True,False,False,False,True
Jamui,Jamui,50.0,50.0,2022-07-22,4.0,Manual_PuddledRandom,2022-06-18,2022-07-27,4.0,5.0,Canal,Diesel,1000.0,3.0,5.0,36.0,Broadcasting,3.0,8.0,4.0,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-26,90.0,2023-02-02,hand,28.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True
Jamui,Khaira,10.0,8.0,2022-07-22,4.0,Manual_PuddledRandom,2022-07-03,2022-07-28,3.0,1.0,Canal,,150.0,6.0,1.0,150.0,SoilApplied,3.0,6.0,70.0,Broadcasting,4.0,25.0,6.0,65.0,Broadcasting,hand,2022-11-02,150.0,2022-12-03,hand,25.0,10.0,plowed_in_soil,0.1363636363636364,False,False,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,6.0,4.0,2022-06-25,4.0,Manual_PuddledRandom,2022-06-02,2022-07-03,1.0,3.0,Boring,Electric,400.0,1.0,1.0,2.0,SoilApplied,3.0,8.0,3.0,Broadcasting,8.0,20.0,8.0,62.0,Broadcasting,hand,2022-11-05,800.0,2022-11-20,hand,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,65.0,65.0,2022-07-08,5.0,Manual_PuddledRandom,2022-06-24,2022-07-09,2.0,7.0,Canal,Electric,375.0,9.0,3.0,6.0,Broadcasting,2.0,15.0,30.0,Broadcasting,15.0,40.0,23.0,85.0,Broadcasting,hand,2022-11-04,1500.0,2022-11-30,machine,25.0,10.0,plowed_in_soil,0.46875,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Noorsarai,35.0,30.0,2022-06-30,5.0,Manual_PuddledRandom,2022-06-08,2022-07-01,1.0,6.0,Boring,Electric,120.0,8.0,1.0,2.0,,1.0,12.0,24.0,Broadcasting,12.0,3.0,,,,hand,2022-10-20,1200.0,2022-11-05,machine,25.0,10.0,plowed_in_soil,0.375,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,,,,
Jamui,Khaira,15.0,12.0,2022-07-20,3.0,Manual_PuddledRandom,2022-06-26,2022-07-25,4.0,2.0,Canal,,200.0,9.0,40.0,2.0,Broadcasting,1.0,8.0,10.0,Broadcasting,5.0,24.0,10.0,60.0,,hand,2022-11-10,100.0,2023-01-04,machine,28.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,,,,
Vaishali,Mahua,10.0,10.0,2022-07-08,5.0,Manual_PuddledRandom,2022-07-02,2022-07-30,2.0,2.0,Boring,Diesel,400.0,3.0,,2.0,SoilApplied,3.0,4.0,5.0,Spray,4.0,35.0,4.0,72.0,Broadcasting,hand,2022-11-08,400.0,2022-11-15,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Jamui,Jamui,30.0,25.0,2022-06-28,4.0,Manual_PuddledRandom,2022-07-07,2022-07-12,3.0,10.0,Boring,Electric,3000.0,1.0,4.0,300.0,Broadcasting,2.0,10.0,10.0,Broadcasting,,,20.0,52.0125,Broadcasting,hand,2022-11-23,900.0,2023-01-26,machine,28.0,10.0,plowed_in_soil,0.5454545454545454,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Gaya,Wazirganj,8.0,8.0,2022-07-04,4.0,Manual_PuddledRandom,2022-06-29,2022-07-22,3.0,3.0,Boring,Electric,30.0,3.0,2.0,1.0,SoilApplied,2.0,3.0,3.0,Broadcasting,6.0,25.0,4.0,62.0,Broadcasting,hand,2022-11-01,100.0,2022-11-19,machine,30.0,10.0,plowed_in_soil,0.1111111111111111,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Noorsarai,15.0,15.0,2022-07-16,3.0,Manual_PuddledRandom,2022-06-24,2022-07-20,2.0,2.0,Boring,Electric,200.0,6.0,1000.0,22.0,Broadcasting,1.0,9.0,15.0,Broadcasting,8.0,46.0,8.0,,,hand,2022-11-10,500.0,2023-01-16,machine,22.0,10.0,plowed_in_soil,0.15625,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,True,,,,
Gaya,Gurua,30.0,30.0,2022-07-18,7.0,Manual_PuddledRandom,2022-06-24,2022-07-30,2.0,3.0,Boring,Electric,120.0,3.0,1.0,1.0,SoilApplied,1.0,6.0,12.0,Broadcasting,6.0,45.0,6.0,61.0,,hand,2022-11-20,120.0,2022-12-31,machine,30.0,10.0,plowed_in_soil,0.2222222222222222,True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,,,
Jamui,Jamui,80.0,80.0,2022-06-29,4.0,Manual_PuddledRandom,2022-07-11,2022-08-02,4.0,15.0,Boring,Electric,3000.0,1.0,3.0,,Broadcasting,2.0,10.0,10.0,Broadcasting,,13.0,12.0,60.0,Broadcasting,hand,2022-11-29,500.0,2023-01-24,machine,27.0,10.0,plowed_in_soil,0.3636363636363636,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Gaya,Wazirganj,50.0,40.0,2022-06-30,5.0,Manual_PuddledRandom,2022-06-24,2022-07-21,3.0,5.0,Boring,Electric,50.0,2.0,3.0,6.0,SoilApplied,2.0,8.0,8.0,Broadcasting,12.0,40.0,10.0,45.0,Broadcasting,hand,2022-11-05,100.0,2022-11-18,machine,30.0,10.0,plowed_in_soil,0.2962962962962963,True,False,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Garoul,20.0,20.0,2022-06-15,6.0,Manual_PuddledLine,2022-06-16,2022-07-02,2.0,20.0,Boring,Electric,2000.0,2.0,1.0,1550.0,SoilApplied,3.0,60.0,,SoilApplied,60.0,15.0,50.0,20.0,Broadcasting,hand,2022-10-20,2000.0,2022-10-30,hand,27.0,10.0,plowed_in_soil,0.9090909090909092,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True
Nalanda,Noorsarai,20.0,20.0,2022-07-05,3.0,Manual_PuddledRandom,2022-06-19,2022-07-09,1.0,4.0,Boring,Electric,180.0,2.0,3.0,22.0,SoilApplied,2.0,9.0,18.0,SoilApplied,18.0,20.0,8.0,45.0,Broadcasting,hand,2022-11-14,450.0,2022-12-20,machine,25.0,10.0,plowed_in_soil,0.28125,True,False,True,False,True,False,False,True,True,False,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Noorsarai,20.0,20.0,2022-07-26,4.0,Manual_PuddledRandom,2022-06-22,2022-07-27,2.0,5.0,Boring,Electric,250.0,2.0,18.0,1.0,SoilApplied,2.0,10.0,20.0,Broadcasting,20.0,35.0,5.0,60.0,Broadcasting,hand,2022-11-20,100.0,2023-01-24,machine,25.0,10.0,plowed_in_soil,0.3125,False,False,True,False,True,False,False,True,True,True,True,True,True,False,,False,,False,False,False,False,True,False,False,False,True
Jamui,Jamui,25.0,16.0,2022-07-04,4.0,Manual_PuddledRandom,2022-07-19,2022-08-16,4.0,3.0,Boring,Electric,300.0,1.0,5.0,3.0,Broadcasting,2.0,17.0,17.0,Broadcasting,9.0,9.0,,,Broadcasting,hand,2022-11-11,250.0,2023-02-08,machine,27.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,10.0,10.0,2022-06-24,3.0,Manual_PuddledRandom,2022-07-02,2022-07-24,1.0,40.0,Boring,Electric,160.0,2.0,50.0,1.0,Broadcasting,2.0,6.0,6.0,SoilApplied,6.0,20.0,8.0,8.0,Broadcasting,hand,2022-11-02,200.0,2022-11-14,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,60.0,40.0,2022-07-06,5.0,Manual_PuddledRandom,2022-06-22,2022-07-08,2.0,10.0,Boring,Electric,300.0,5.0,3.0,30.0,SoilApplied,2.0,30.0,20.0,Broadcasting,20.0,45.0,,,Broadcasting,hand,2022-11-13,1800.0,2022-12-04,machine,25.0,10.0,plowed_in_soil,0.625,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Jamui,20.0,20.0,2022-07-20,4.0,Manual_PuddledRandom,2022-06-16,2022-07-25,4.0,5.0,Boring,Electric,1000.0,3.0,5.0,4.0,Broadcasting,3.0,4.0,4.0,Broadcasting,2.0,30.0,2.0,60.0,Broadcasting,hand,2022-11-25,90.0,2023-01-28,hand,29.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True
Nalanda,Noorsarai,20.0,20.0,2022-07-22,3.0,Manual_PuddledRandom,2022-06-18,2022-07-23,2.0,6.0,Boring,Electric,200.0,3.0,20.0,30.0,SoilApplied,2.0,8.0,16.0,Broadcasting,16.0,29.0,10.0,10.0,Broadcasting,hand,2022-11-12,90.0,2023-01-25,machine,25.0,10.0,plowed_in_soil,0.25,False,True,False,False,True,False,False,True,True,True,True,True,True,False,,,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,75.0,75.0,2022-06-18,4.0,LineSowingAfterTillage,2022-06-23,2022-07-26,5.0,5.0,Canal,Electric,180.0,4.0,6.0,1.0,Broadcasting,2.0,18.0,9.0,Broadcasting,18.0,39.0,8.0,,Broadcasting,machine,2022-11-17,120.0,2022-11-21,machine,26.0,40.0,plowed_in_soil,0.28125,True,False,False,False,,,,,,,,,False,False,False,,False,False,False,False,False,True,False,False,False,True
Gaya,Wazirganj,20.0,20.0,2022-07-20,4.0,Manual_PuddledRandom,2022-06-30,2022-07-21,3.0,5.0,Boring,Electric,80.0,3.0,3.0,5.0,SoilApplied,2.0,8.0,8.0,Broadcasting,15.0,25.0,30.0,46.0,Broadcasting,hand,2022-10-29,100.0,2022-11-19,machine,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,20.0,10.0,2022-06-12,6.0,Manual_PuddledLine,2022-06-16,2022-07-15,1.0,8.0,Boring,Electric,200.0,2.0,500.0,30.0,Broadcasting,2.0,10.0,8.0,Broadcasting,8.0,25.0,3.0,60.0,Broadcasting,hand,2022-11-05,500.0,2022-11-12,hand,20.0,10.0,plowed_in_soil,0.3125,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,7.0,7.0,2022-06-02,4.0,Manual_PuddledRandom,2022-06-08,2022-08-03,1.0,1.0,Boring,Electric,150.0,1.0,1.0,1.0,Broadcasting,3.0,4.0,4.0,Broadcasting,4.0,20.0,4.0,50.0,Broadcasting,hand,2022-11-04,200.0,2022-11-14,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Noorsarai,80.0,40.0,2022-07-15,5.0,Manual_PuddledRandom,2022-06-24,2022-07-16,2.0,6.0,Boring,Electric,300.0,1.0,3.0,3.0,Broadcasting,2.0,10.0,30.0,Broadcasting,15.0,21.0,28.2125,80.0,Broadcasting,hand,2022-10-30,100.0,2022-11-20,hand,25.0,10.0,plowed_in_soil,0.46875,False,False,False,True,True,False,False,True,True,True,True,True,,False,,,,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,10.0,10.0,2022-07-20,5.0,Manual_PuddledRandom,2022-07-12,2022-08-10,2.0,2.0,Boring,Diesel,400.0,3.0,30.0,2.0,SoilApplied,3.0,5.0,,SoilApplied,4.0,42.0,5.0,75.0,Broadcasting,hand,2022-11-04,400.0,2022-11-15,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Khaira,15.0,15.0,2022-07-29,3.0,Manual_PuddledLine,2022-07-03,2022-08-04,2.0,2.0,Boring,Electric,150.0,10.0,1.0,1.0,Broadcasting,1.0,6.0,8.0,Broadcasting,6.0,22.0,8.0,60.0,,hand,2022-11-16,100.0,2023-01-18,machine,28.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,False,True,True,False,True,True,,False,,False,False,False,False,False,False,True,,,,
Vaishali,Mahua,15.0,5.0,2022-06-11,5.0,Manual_PuddledRandom,2022-06-12,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,250.0,1.0,Broadcasting,3.0,2.0,,Broadcasting,4.0,25.0,4.0,60.0,Broadcasting,hand,2022-10-15,400.0,2022-10-24,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,80.0,70.0,2022-07-16,6.0,Manual_PuddledRandom,2022-06-02,2022-07-17,2.0,10.0,Boring,Electric,300.0,4.0,5.0,15.0,SoilApplied,2.0,15.0,,SoilApplied,30.0,30.0,,10.0,Broadcasting,hand,2022-11-26,900.0,2023-01-13,machine,24.0,10.0,plowed_in_soil,0.46875,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,30.0,30.0,2022-07-21,5.0,Manual_PuddledRandom,2022-06-20,2022-07-25,3.0,32.0,Boring,Electric,400.0,3.0,80.0,40.0,RootApplication,3.0,40.0,40.0,SoilApplied,20.0,20.0,10.0,10.0,SoilApplied,hand,2022-12-10,1000.0,2022-12-23,hand,4.0,10.0,plowed_in_soil,0.625,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Khaira,10.0,6.0,2022-07-22,4.0,Manual_PuddledRandom,2022-07-04,2022-07-28,4.0,1.0,Canal,,20.0,3.0,100.0,1.0,SoilApplied,3.0,3.0,60.0,Broadcasting,5.0,24.0,3.0,58.0,Broadcasting,hand,2022-11-10,120.0,2022-12-08,hand,24.0,10.0,plowed_in_soil,0.1363636363636364,False,False,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,20.0,10.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-12,2022-07-18,2.0,4.0,Boring,Diesel,800.0,2.0,,2.0,Broadcasting,3.0,6.0,,Broadcasting,10.0,25.0,10.0,45.0,Broadcasting,hand,2022-10-22,1000.0,2022-10-26,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Gaya,Wazirganj,10.0,10.0,2022-07-20,4.0,Manual_PuddledRandom,2022-06-29,2022-07-21,2.0,2.0,Boring,Electric,20.0,3.0,100.0,1.0,SoilApplied,2.0,2.0,2.0,Broadcasting,4.0,25.0,,,Broadcasting,hand,2022-11-05,100.0,2022-11-19,machine,30.0,10.0,plowed_in_soil,0.1111111111111111,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Gaya,Wazirganj,20.0,20.0,2022-07-20,4.0,Manual_PuddledRandom,2022-06-28,2022-07-21,2.0,3.0,Rainfed,,100.0,2.0,4.0,3.0,SoilApplied,2.0,5.0,5.0,Broadcasting,7.0,25.0,2.0,65.0,Broadcasting,hand,2022-10-30,100.0,2022-11-10,machine,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Gaya,Gurua,15.0,15.0,2022-06-24,7.0,Manual_PuddledRandom,2022-06-24,2022-07-18,3.0,4.0,Rainfed,,120.0,3.0,1.0,1.0,SoilApplied,2.0,12.0,,SoilApplied,6.0,35.0,5.0,5.0,Broadcasting,hand,2022-11-24,240.0,2022-12-06,hand,25.0,10.0,plowed_in_soil,0.2222222222222222,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
